Sample_ID,Source,Reference,Target_Language,Model,Prediction
22,× [ul]fr [× a... ... -nk]imunt[r × au]k × [ai]... ... ...(n) × i... ...,Ulfr and ... Ingimundr and Ei-... ... the stone(?) in memory of(?) ...,en,qwen3.5-0.8B-ft_sv,[Ulfr] ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ...
23,÷ felleg : er : fuþ : sin : bylli §B ÷ fuþorg lbasm,"Monstrous is the cunt, may the penis serve. §B Cunt-perverse/nymphomania ...",en,qwen3.5-0.8B-ft_sv,Fellge er sin fader
24,fuþorkhfuþorkh fuþorkhfuþorkhfuþorkhfuþorkhfuþorkh fuþorkhfuþorkhfuþorkhfuþorkhfuþork fuþorkhfuþorkhfuþork fuþorkhfuþorkhfuþorkhfu fuþorkhfuþorkhfuþork,<fuþork fuþork fuþork fuþork fuþork fuþork>,en,qwen3.5-0.8B-ft_sv,Föðrog fader
25,asm(u)(t)(r) · auk · þeR · bruþr · restu · sten · þani · eftiR · sarta · faþur · sia ·,"Ásmundr and his brothers raised this stone in memory of Svarti, their father.",en,qwen3.5-0.8B-ft_sv,Åsmöt resten sten efter Sarta
26,... ...- (:) rista : s(i)tn : þisa : e(f)(t)ir : asu : muþur : sin...,"... ... (had) this stone carved in memory of Ása, his mother.",en,qwen3.5-0.8B-ft_sv,... reste stenen efter sin muggar
27,(k)iæte guþ þes er k o^(l)ma^þa,May God protect him whom I enraged.,en,qwen3.5-0.8B-ft_sv,"Göte göt denna Gud, och ..."
28,þurfinr : r---- ----- : --n- : --... ... §B ...,Þorfinnr raised(?) the stone(?) in memory of(?) ... §B ...,en,qwen3.5-0.8B-ft_sv,Törfing reste
29,$M ÷ bo--- : oka...-...s(a)rfa : h-- : l-t : (h)-ga : hina : stan : yvir : (b)udaitu : af hah:h-b- k : til : aukarsarfa + ta en : iak : uar · (s)krivaþ : (t)a uar : (h)ahal · sunudah:r · untir-aþr : b-imstafr ++ i tolf:te : r(a)(d)(u) taflu + betar · aukar·sarfa · han skr-if mik · amen ·,"$M Bót-... Auðgeirsarfr/Ocksarve(?) he/she had this stone cut over Bótheiðr(?) of Hagebýr and (owner of) Auðgeirsarfr/Ocksarve. When I was written, then Hail was the Sunday(-stave); Under-Man the Prime-stave in the twelfth row of the table. Pétar of Auðgeirsarfr/Ocksarve, he wrote me. Amen.",en,qwen3.5-0.8B-ft_sv,"Mög och ... ...s [s]fär ... lät göra denna sten efter Gud och hans bror, till Gud och hans bror, till Gud och hans bror, till Gud och hans bror, till Gud och hans bror, till Gud och hans bror, till Gud och hans bror, till Gud och hans bror, till Gud och hans bror, till Gud och hans bror, till Gud och hans bror, till Gud och hans bror, till Gud och hans bror, till Gud och hans bror, till Gud och hans bror, till Gud och hans bror, till Gud och hans bror, till Gud och hans bror, till Gud och hans bror, till Gud och hans bror, till Gud och hans bror, till Gud och hans bror, till Gud och hans bror, till Gud och hans bror, till Gud och hans bror, till Gud och hans bror, till Gud och hans bror, till Gud och hans bror, till Gud och hans bror, till Gud och hans bror, till Gud och hans bror, till Gud och hans bror, till Gud och hans bror, till Gud och hans bror, till"
30,[iufur · r... stan · aftir · fuluka · faþur · sin],"Jôfurr raised the stone in memory of Fullugi, his father.",en,qwen3.5-0.8B-ft_sv,... sten efter Fuluka sin fader
31,kuþa : risþi : stin : þansi : auft¶(i)R : þurbiurn : buta : sin : ¶ miuk : kuþan : þikn : ian ¶ þurþr : rist : runaR ¶ þasi,"Gyða raised this stone in memory of Þorbjôrn, her husbandman, a very good þegn. And Þórðr carved these runes.",en,qwen3.5-0.8B-ft_sv,"Gud reste denna sten efter Torbjörn, sin broder, och Gud, hans broder, reste runa, sin broder"
32,+ sinkR : let --... ... ... eftiR : friþelfi : kunu : sina : kuþ hialbi : sialu [h]inaR,"Sínkr had ... ... ... in memory of Friðelf, his wife. May God help her soul.",en,qwen3.5-0.8B-ft_sv,"Sok lät ... ... efter Frifel, sin son, Gud halet själ, hans hällar"
33,eskil : sulka : sun : let : res(a) ¶ sten : þena : eft : sialfan ¶ sik · e mun · stanta · meþ · sten ¶ lifiR · uitrint · su · iaR · uan · eskil §B kristr · hialbi · siol · hans ¶ aok · santa · migael §C toki · risti · runaR · e(f)(t)(i)(R) (·) -(o)ru · ¶ stiubmoþur · sina · kunu · koþa,"Áskell, Súlki's son, had this stone raised in memory of himself. Ever will stand, while the stone lives, this memento, which Áskell produced. §B May Christ and Saint Michael help his soul. §C Tóki carvedthe runes in memory of Þóra, his stepmother, a good wife.",en,qwen3.5-0.8B-ft_sv,"Eskil, Sulek, Sun, Låt resa denna sten efter Sialfön, sin fader. Han var mycket sten, men livde utrint. Sulek, hans son, kristne. Sialfön hans son. Sulek, hans son, stende."
34,$M ... ...r øssur : asbiæ?na^r s^on(·),$M ... rests/in memory(?) of Ôssurr Ásbjôrn's son.,en,qwen3.5-0.8B-ft_sv,... ossur ...
35,... [+ faslaug :] þaun : [hion × litu : i]ftiR · þial[fa : sun s]...,"... (and) Fastlaug, the married couple, had (the stone raised) in memory of Þjalfi, their son.",en,qwen3.5-0.8B-ft_sv,...
36,[aimuntr : let ... ... (k)uþ salu · ha...],Eimundr had ... May God help his soul.,en,qwen3.5-0.8B-ft_sv,Aimund let ... ... Gud slå ...
37,þuri ÷ auk frystain ' litu raisa stain iftiR ' þurstain broþur sin,"Þórir and Freysteinn had the stone raised in memory of Þorsteinn, their brother.",en,qwen3.5-0.8B-ft_sv,"Tore och Frystand lät resa stenen efter Torsten, sin broder"
38,gya : sæhir : at þu : kak hæim §B þa^nsak : a^b(a)kista^n : rþis,Gyða says that you should go home. §B ... ... ...,en,qwen3.5-0.8B-ft_sv,"Gyðar segir att du, kak hem, hans son, gjorde denna resa"
39,þurkiR · auk · uri · þaiR · raistu · staina · at · ulaif · faþur · sin : auk : at · suain · bruþur sin ·,"Þorgeirr and Orri, they raised the stones in memory of Óleifr, their father and in memory of Sveinn, their brother.",en,qwen3.5-0.8B-ft_sv,"Torke och Torke reste denna sten efter Ulde, sin fader. Torke reste efter Svan, sin broder."
40,(h)agormr hialgar-r (l)i-unski-l-... §B ... þunt bloþ or rin or æ-r : bloþ or : rin or æ--,"Hagormr(?), ... ... §B ... thin blood, run out, out of ... blood, run out, out of ...",en,qwen3.5-0.8B-ft_sv,"Hagormr hjalgrar lundskil ... ... Tund blod och run och Äger, blod och run och Äger"
41,alfkil ÷ uk ÷ hns ÷ suniR ÷ risþu : stin : þansi : ift : ¶ · mana : sin : frinta : þans × uas · lantirþi ÷ kitils ÷ þis ÷ ¶ nuruna ÷,"Alfkell and his sons raised this stone in memory of Manni, their kinsman, who was Ketill the Norwegian's estate-steward.",en,qwen3.5-0.8B-ft_sv,"Alfkel och Hans son, resten sten efter sin fader, hans lantar, Krist, denna norna"
42,× þeiR bryþr × reistu × kubl × þia × eftiR × sustur ×× sina × afriþi × auk × eftR × suein × faþur × sin × koþan ×,"These brothers raised these monuments in memory of their sister, Áfriðr, and in memory of Sveinn, their good father.",en,qwen3.5-0.8B-ft_sv,"Tore bore reste de Kvel, sinne efter Sjur, sin fader, och Sven, sin fader, och Göstan"
43,× kut × raisti × ifti × skara × sun sin × anun × hiu × siþu,"Gautr raised (the stone) in memory of Skeri/Skari, his son. Ônundr cut the side.",en,qwen3.5-0.8B-ft_sv,"Gut reste efter Skara, sin son, och hans syster"
44,(s)(a)- riti sanat kaolu a^mn -... §AQ (s)(a)- rit is anat i saolu a^mn -... §AR (s)(a)- riti| |is a| |an ati saolu a^mn -... §B a(i)kua(i)tu,... by writing heals the crazy woman. Amen ... §AQ ... writing is something different in the soul. Amen ... §AR let ... write who owns and experienced happiness/luck. Amen ...,en,qwen3.5-0.8B-ft_sv,"Sät reste denna sten efter Sjöbjörn, sin son, och reste denna sten efter Sjöbjörn, sin son, och reste denna sten efter Sjöbjörn, sin son, och reste denna sten efter Sjöbjörn, sin son, och reste denna sten efter Sjöbjörn, sin son, och reste denna sten efter Sjöbjörn, sin son, och reste denna sten efter Sjöbjörn, sin son, och reste denna sten efter Sjöbjörn, sin son, och reste denna sten efter Sjöbjörn, sin son, och reste denna sten efter Sjöbjörn, sin son, och reste denna sten efter Sjöbjörn, sin son, och reste denna sten efter Sjöbjörn, sin son, och reste denna sten efter Sjöbjörn, sin son, och reste denna sten efter Sjöbjörn, sin son, och reste denna sten efter Sjöbjörn, sin son, och reste denna sten efter Sjöbjörn, sin son, och reste denna sten efter Sjöbjörn, sin son, och reste denna sten efter Sjöbjörn, sin son, och reste denna sten efter Sjöbjörn, sin son, och reste denna sten efter Sjöbj"
45,... ...-þan × isun × isRn × bRkia nu × kuþ il×... ... §Q ... ...-þan × isun × isRn × bRkia nu × kuþ il×... ...,"... good(?), his(?) son(?). Now(?) (they) pray(?) to God(?) to help(?) ... §Q ... (the) good(?) son of them both. Now God may help(?) ...",en,qwen3.5-0.8B-ft_sv,"... sin efter sin son, Bjorka, nu Gud, och Gud, och Gud, och Gud, och Gud, och Gud, och Gud, och Gud, och Gud, och Gud, och Gud, och Gud, och Gud, och Gud, och Gud, och Gud, och Gud, och Gud, och Gud, och Gud, och Gud, och Gud, och Gud, och Gud, och Gud, och Gud, och Gud, och Gud, och Gud, och Gud, och Gud, och Gud, och Gud, och Gud, och Gud, och Gud, och Gud, och Gud, och Gud, och Gud, och Gud, och Gud, och Gud, och Gud, och Gud, och Gud, och Gud, och Gud, och Gud, och Gud, och Gud, och Gud, och Gud, och Gud, och Gud, och Gud, och Gud, och Gud, och Gud, och Gud, och Gud, och Gud, och Gud, och Gud, och Gud, och Gud, och Gud, och Gud, och Gud, och Gud, och Gud, och Gud, och Gud, och Gud, och Gud, och Gud, och Gud, och Gud, och Gud, och Gud, och Gud, och Gud,"
46,$M §A spyr actriþi h-... §B --- act -...,$M §A Ask Ástríðr ... §B ... love ...,en,qwen3.5-0.8B-ft_sv,Mspyr efter Äþrþi ...
47,$U §P -uþaþit-ih -ilald (t)-uiuu-(t)w- §Q a^luþa þit (s)i huilalda^| |^aï uiu u(e)a aþa^l,$U §P ... artifact ... §Q Of the ale this will be the resting-people’s (= the deads’): (for?) ever I sanctify abode of the gods.,en,qwen3.5-0.8B-ft_sv,Ugebjat och Eliald tog denna vagn och Gud hjälpe honom
48,÷ uesti : auk : iuar : auk : s(u)[lfa :] (b)ruþr : þriR : karþu : bru : þasi : (a)uk : satu : stein : þana : eftiR : þialfa : faþur : [sin],"Véseti and Ívarr/Jóarr and Sylfa, the three brothers made this bridge and placed this stone in memory of Þjalfi, their father.",en,qwen3.5-0.8B-ft_sv,"Estie och Ivar och Svelf, deras grader, och Tjörn, deras grader, och Tjörn, deras grader, och Tjörn, deras grader, och Tjörn, deras grader, och Tjörn, deras grader, och Tjörn, deras grader, och Tjörn, deras grader, och Tjörn, deras grader, och Tjörn, deras grader, och Tjörn, deras grader, och Tjörn, deras grader, och Tjörn, deras grader, och Tjörn, deras grader, och Tjörn, deras grader, och Tjörn, deras grader, och Tjörn, deras grader, och Tjörn, deras grader, och Tjörn, deras grader, och Tjörn, deras grader, och Tjörn, deras grader, och Tjörn, deras grader, och Tjörn, deras grader, och Tjörn, deras grader, och Tjörn, deras grader, och Tjörn, deras grader, och Tjörn, deras grader, och Tjörn, deras grader"
49,: hragli : auk : alkisl : satu : stin : þesi : eftR : serla : faþur : sin,"<hragli> and Algísl placed this stone in memory of Særli, their father.",en,qwen3.5-0.8B-ft_sv,"Hraul och Alkelstade satte denna sten efter Sverla, sin fader"
50,...- : kuþ-... ...-u · ...,... ... ... ...,en,qwen3.5-0.8B-ft_sv,...
51,[iufur · uk stoþbiarn · litu ... ... ...kifast · faþur · sin ×],"Jôfurr and Stóðbjôrn had ... in memory of Ingifastr, their father.",en,qwen3.5-0.8B-ft_sv,...
52,: haraltr : kunukR : baþ : kaurua ¶ kubl : þausi : aft : kurm faþur sin ¶ auk aft : þourui : muþur : sina : sa ¶ haraltr (:) ias : soR · uan · tanmaurk §B ala · auk · nuruiak §C (·) auk t(a)ni (k)(a)(r)(þ)(i) kristno,"King Haraldr ordered these monuments made in memory of Gormr, his father, and in memory of Þyrvé, his mother; that Haraldr who won for himself all of Denmark §B and Norway §C and made the Danes Christian.",en,qwen3.5-0.8B-ft_sv,"Hraltr, Kunnug, Bagn, Gudvald, Gudvald, Gudvald, Gudvald, Gudvald, Gudvald, Gudvald, Gudvald, Gudvald, Gudvald, Gudvald, Gudvald, Gudvald, Gudvald, Gudvald, Gudvald, Gudvald, Gudvald, Gudvald, Gudvald, Gudvald, Gudvald, Gudvald, Gudvald, Gudvald, Gudvald, Gudvald, Gudvald, Gudvald, Gudvald, Gudvald, Gudvald, Gudvald, Gudvald, Gudvald, Gudvald, Gudvald, Gudvald, Gudvald, Gudvald, Gudvald, Gudvald, Gudvald, Gudvald, Gudvald, Gudvald, Gudvald, Gudvald, Gudvald, Gudvald, Gudvald, Gudvald, Gudvald, Gudvald, Gudvald, Gudvald, Gudvald, Gudvald, Gudvald, Gudvald, Gudvald, Gud"
53,+ esse krusem tomi¶ni : fugite pa^rtes ¶ at^uerse uisit le(o) ¶ te t^ribu iuta -----... ----... ¶ kua(t)^uo^r gra^na in pen¶talum in--... ¶ fo(n)te t^utit : ¶ aaron : iesus + §B -(o)hannes ¶ ma^rkus ¶ maþeus ¶ lukas §C -a^gla al¶pha et ¶ o + - :,"Behold the cross of the Lord; flee, you hostile powers. The lion of the tribe of Juda, the root of David, has conquered. Four letters on the forehead-plate that Aaron bore on his forehead, Jesus. §B John, Mark, Matthew, Luke. §C Agla. Alpha and Omega ...",en,qwen3.5-0.8B-ft_sv,"Essa grösse minne färgade på andra vänner, och de tidigare, som är de tidigare, som är de tidigare, som är de tidigare, som är de tidigare, som är de tidigare, som är de tidigare, som är de tidigare, som är de tidigare, som är de tidigare, som är de tidigare, som är de tidigare, som är de tidigare, som är de tidigare, som är de tidigare, som är de tidigare, som är de tidigare, som är de tidigare, som är de tidigare, som är de tidigare, som är de tidigare, som är de tidigare, som är de tidigare, som är de tidigare, som är de tidigare, som är de tidigare, som är de tidigare, som är de tidigare, som är de tidigare, som är de tidigare, som är de tidigare, som är de tidigare, som är de tidigare, som är de tidigare, som är de"
54,[suth]i auk · iki[fastr · litu] rita [stai]n ' iftiR × ikalt ' uk ' (f)[tiR ikhu]ar · fe[þr si]na · kuþa · i,"Sóti and Ingifastr had the stone erected in memory of Ingjaldr and in memory of Ingvarr, their good fathers ...",en,qwen3.5-0.8B-ft_sv,"Sveti och Ikar lät resa denna sten efter Idal, och efter Gud, och efter Gud, och efter Gud, och efter Gud"
55,... ...þi : stin : þa...- · -...,... raised this stone ...,en,qwen3.5-0.8B-ft_sv,... stin ...
56,+ ka^ute : tie · kinit^r · suermo: in·mokulata · ga^ute §B k-- ... §C ga^ute : kue : genuisti : eterni · lumi(n)- §D k[l]-... ...,"Rejoice, Mother of God, immaculate Virgin, rejoice §B ... §C Rejoice, Thou who created clarity from eternal light §D ...",en,qwen3.5-0.8B-ft_sv,"Götte reste denna sten efter Svermo, som gjorde denna sten ..."
57,[rahnfriþr · lit rt stain þino ' aftiR biurno sun þaiRa kitilmuntaR ' hon ' fil a urlati ' kuþ hialbi hons ant auk| |kuþs muþiR ' osmunr mar'kaþi runaR ritar],"Ragnfríðr had this stone erected in memory of Bjôrn, her son and Ketilmundr's. He fell in Virland. May God and God's mother help his spirit. Ásmundr marked the right runes.",en,qwen3.5-0.8B-ft_sv,"Ragnfrid lät stenen efter Björn, sin son, och Kilmund, hans fader, och Fil, hans son, och Gud, hans hustru, och Gud, hans mor, och Gud, hans mor, och Gud, hans mor"
58,... ...isa · sti- ... -t · su... ...,... raised the stone ... in memory of the son ...,en,qwen3.5-0.8B-ft_sv,... ...isa stin ...
59,kunuar : resþi : stin : þani : eftiR : kana : bunta : sin : þegn harþa kuþan,"Gunnvôr raised this stone in memory of Kani, her husbandman, a very good Þegn.",en,qwen3.5-0.8B-ft_sv,"Kunvar resten stenen efter Kana, sin broder, den som var den högare"
60,...[-n · sin +] sun + hulmfas--/hulmfas--... ... kuþ + hialbi + ant hans +,"... his, Holmfastr's son ... May God help his spirit.",en,qwen3.5-0.8B-ft_sv,... sin och Hulmfasten och Hjalbje och Hans
61,· aystin · auk · astriþr · raistu · stina · aftir · kak · sun · sin ·,"Eysteinn and Ástríðr raised the stones in memory of Kagr(?)/Gagr(?), their son.",en,qwen3.5-0.8B-ft_sv,"Aystin och Ästryd reste denna sten efter Kog, sin son"
62,akuti + auk + osur + auk × biaurn × rastu × stain × (þ)[ina × afti](r) × nuka × trihk + kuþan ×,"Ágoti and Ôzurr and Bjôrn raised this stone in memory of Nokki, a good valiant man.",en,qwen3.5-0.8B-ft_sv,"Akte och Osur och Björn reste denna sten efter Nuka, tridde Gud"
63,ingibiorh · hin fahra · æhkia §B môrhk · kona · hæfer · faret · lu(t) in her mihgil oflate §C ærlikr,"Ingibjôrg, the fair widow. §B Many a wife has travelled stooping in here. A great show-off. §C Erlingr",en,qwen3.5-0.8B-ft_sv,"Ingibor och Hana, de fader, lät göra denna minnebygd efter Ärlikr"
64,... -it : tafast : rista : runir,... had Tafeistr to carve the runes.,en,qwen3.5-0.8B-ft_sv,...-tät resa runorna
65,†$ [bariRþ ÷ riti stain ÷ þina ÷ aftiR un ÷ ... bruþur sin ÷ han uas| |sun : arinbiarnaR a-þuaun-ua-sun ÷ ial-i (k)u(þ) ant unaR],†$ <bariRþ> erected this stone in memory of Unn his brother. He was Arinbjôrn's son ... May God help Unn's spirit.,en,qwen3.5-0.8B-ft_sv,"Bergar reste denna sten efter ... sin bröd, hans son. Arnbiarna är en mycket god man."
66,... × kumbl × aiftiR ... ...-str auk × s...-ta × ...,... the monument(s) in memory of ... Christ and Saint ...,en,qwen3.5-0.8B-ft_sv,... kombl och ...
67,ali · auk · karli · risþu · stin · þansi · stin · þansi · iftiR · firist(i)n · faþur · sin · miuk · kuþan þikn,"Áli/Alli and Karli raised this stone [this stone] in memory of Freysteinn, their father, a very good Þegn.",en,qwen3.5-0.8B-ft_sv,"Alv och Karl reste denna sten efter Färjesten, sin fader, och Gud, Gud, Gud"
68,kuþfastr aok ' þorontr ' litu rita sten ' eftiR ' faþur sin ' hals ' ok frykuþr ' yftiR ' bonta sin ' þorþr : hiak · runar · þisar ' ual,Guðfastr and Þróndr had the stone erected in memory of their father Hals; and Freygunnr in memory of her husbandman. Þórðr cut these runes well.,en,qwen3.5-0.8B-ft_sv,"Gufast och Torontr lät resa sten efter Fafur sin hals och frykade sin broder. Hög runar, deras fader, var"
69,ikib(i)rn : ak : þiR : bryþr : litu : risa : stin : þina : a(t) : ikhul : faþur : sin : (k)uþ : hilbi : anta : hns bt(r) : þin : (h)-(n) : (h)--... ...- : -(a)(r)- : --...---- : (r)isti : runaR · þasi,"Ingibjôrn and his brothers had this stone raised in memory of Ígull, their father. May God help his spirit better than he has deserved. Tíðkumi carved these runes.",en,qwen3.5-0.8B-ft_sv,"Ingbjörn och Björne lät resa stenen efter Ingbjörn, sin fader, och Gud, hilbi, hans broder."
70,· kalmi : risþi : stin : þena : eftiR : helka : sun : sin : iaR : turknaþi :,"Gamli(?)/Galmi(?) raised this stone in memory of Helgi, his son, who drowned.",en,qwen3.5-0.8B-ft_sv,"Kalme reste denna sten efter Helga, sin son, och Turknades"
71,· þura · sati · stin · þasi · aftiR · suin · sun · sin · Rs · uRstr · o · ualu,"Þóra placed this stone in memory of Sveinn, her son, who died in the west in <ualu>.",en,qwen3.5-0.8B-ft_sv,"Tora satte denna sten efter Sven, sin son, och Ulv"
72,hulmstain · auk · uikuþr · þaun · litu · raisa · stain · eftiR · sun · henaR · auk · uihialmr iftiR inkifast ·,"Holmsteinn and Végunnr, they had the stone raised in memory of her son, and Véhjalmr/Víghjalmr in memory of Ingifastr.",en,qwen3.5-0.8B-ft_sv,"Holmsten och Uikþor, Tade, lät resa denna sten efter Sune, hans hundra egnar, och Uihialmer, sin efterfader."
73,...li : lit : resa : eftiR : f...,... had ... raised in memory of ...,en,qwen3.5-0.8B-ft_sv,...lät resa efter ...
74,sua ai ÷ titultitul ¶ fuþorkhniastbmlR §B huaR is i : alisti osa : huaR is (:) ¶ uifrþuR : karþi : afr aft asini fauþr ¶ kul:finR : fal(s) : taitirunoR ' u ¶ (a)iuinrunoR : sulialta : huaR : ? ¶ utu ÷ tuuut bilikikR : tuR ra(k)(i) ¶ (t)(u)(l)i,"Thus ever(?) ... <fuþorkhniastbmlR> §B Who is(?) ... ... Æsir's, who is Véfriðr /Véfrøðr made ... in memory of ... father. Kolfinnr/Gullfinnr concealed runes of gladness and runes of eternal friendship ... who ... ... ... ... ... ... Tuli/Tóli.",en,qwen3.5-0.8B-ft_sv,"Så är det tillstått att foga denna sten efter sin fader, och hans fader, som var en mycket god man, och hans son, som var mycket god."
75,÷ salsi karþi sul ÷ D ÷ skut- - þ--a hiu ×,Sôlsi(?) made(?) the sun(?). Dagr(?) cut(?) this(?) on the cliff-face.,en,qwen3.5-0.8B-ft_sv,"Sallin och Sule och Sule, de höga"
