Sample_ID,Source,Reference,Target_Language,Model,Prediction
20,$M auæ : ma^ria : gra^kia : plena ...,$M Hail Mary full of grace ...,en,qwen3.5-0.8B-ft_multi-lang,$M and Maeri made the land ...
21,× kaR : reþi sin : eti : bui : uiburk uaR : muþR : snuR : fatriþ : ----,Geirr erected the stone in memory of Búi. Vébjôrg was (his) mother. [Was his] daughter-in-law Fastríð(?) ...,en,qwen3.5-0.8B-ft_multi-lang,"Kárr raised this monument in memory of Bjǫrn, his brother. May God help his spirit."
22,× [ul]fr [× a... ... -nk]imunt[r × au]k × [ai]... ... ...(n) × i... ...,Ulfr and ... Ingimundr and Ei-... ... the stone(?) in memory of(?) ...,en,qwen3.5-0.8B-ft_multi-lang,Ulfr(?) ... ... ... ... ...
23,÷ felleg : er : fuþ : sin : bylli §B ÷ fuþorg lbasm,"Monstrous is the cunt, may the penis serve. §B Cunt-perverse/nymphomania ...",en,qwen3.5-0.8B-ft_multi-lang,"Fellgeinn, his father, laid §B his father's body."
24,fuþorkhfuþorkh fuþorkhfuþorkhfuþorkhfuþorkhfuþorkh fuþorkhfuþorkhfuþorkhfuþorkhfuþork fuþorkhfuþorkhfuþork fuþorkhfuþorkhfuþorkhfu fuþorkhfuþorkhfuþork,<fuþork fuþork fuþork fuþork fuþork fuþork>,en,qwen3.5-0.8B-ft_multi-lang,Fyðorkhǫfǫrǫfǫrǫfǫrǫfǫrǫfǫrǫfǫrǫfǫrǫfǫrǫfǫrǫfǫrǫfǫrǫfǫrǫfǫrǫfǫrǫfǫrǫfǫrǫfǫrǫfǫrǫfǫrǫfǫrǫfǫrǫfǫrǫfǫrǫfǫrǫfǫrǫfǫrǫfǫrǫfǫrǫfǫrǫfǫrǫfǫrǫfǫrǫfǫrǫfǫrǫfǫrǫfǫrǫfǫrǫfǫrǫfǫrǫfǫrǫfǫrǫfǫ
25,asm(u)(t)(r) · auk · þeR · bruþr · restu · sten · þani · eftiR · sarta · faþur · sia ·,"Ásmundr and his brothers raised this stone in memory of Svarti, their father.",en,qwen3.5-0.8B-ft_multi-lang,"Asmundr and Þorsteinn, their brothers, had this stone erected in memory of Sætri, their father."
26,... ...- (:) rista : s(i)tn : þisa : e(f)(t)ir : asu : muþur : sin...,"... ... (had) this stone carved in memory of Ása, his mother.",en,qwen3.5-0.8B-ft_multi-lang,"... raised this stone in memory of Ása, his mother."
27,(k)iæte guþ þes er k o^(l)ma^þa,May God protect him whom I enraged.,en,qwen3.5-0.8B-ft_multi-lang,He died over this stone.
28,þurfinr : r---- ----- : --n- : --... ... §B ...,Þorfinnr raised(?) the stone(?) in memory of(?) ... §B ...,en,qwen3.5-0.8B-ft_multi-lang,Þorfinr ... ... ... §B ...
29,$M ÷ bo--- : oka...-...s(a)rfa : h-- : l-t : (h)-ga : hina : stan : yvir : (b)udaitu : af hah:h-b- k : til : aukarsarfa + ta en : iak : uar · (s)krivaþ : (t)a uar : (h)ahal · sunudah:r · untir-aþr : b-imstafr ++ i tolf:te : r(a)(d)(u) taflu + betar · aukar·sarfa · han skr-if mik · amen ·,"$M Bót-... Auðgeirsarfr/Ocksarve(?) he/she had this stone cut over Bótheiðr(?) of Hagebýr and (owner of) Auðgeirsarfr/Ocksarve. When I was written, then Hail was the Sunday(-stave); Under-Man the Prime-stave in the twelfth row of the table. Pétar of Auðgeirsarfr/Ocksarve, he wrote me. Amen.",en,qwen3.5-0.8B-ft_multi-lang,$M Boðr ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ...
30,[iufur · r... stan · aftir · fuluka · faþur · sin],"Jôfurr raised the stone in memory of Fullugi, his father.",en,qwen3.5-0.8B-ft_multi-lang,"... the stone in memory of Fullúki, his father."
31,kuþa : risþi : stin : þansi : auft¶(i)R : þurbiurn : buta : sin : ¶ miuk : kuþan : þikn : ian ¶ þurþr : rist : runaR ¶ þasi,"Gyða raised this stone in memory of Þorbjôrn, her husbandman, a very good þegn. And Þórðr carved these runes.",en,qwen3.5-0.8B-ft_multi-lang,"Gúðrís raised this stone in memory of Þorbjǫrn, his brother. May God help his spirit. Þorðr raised these runes."
32,+ sinkR : let --... ... ... eftiR : friþelfi : kunu : sina : kuþ hialbi : sialu [h]inaR,"Sínkr had ... ... ... in memory of Friðelf, his wife. May God help her soul.",en,qwen3.5-0.8B-ft_multi-lang,"Sinkr had the stone cut in memory of Fríðulf, his wife. May God help her spirit."
33,eskil : sulka : sun : let : res(a) ¶ sten : þena : eft : sialfan ¶ sik · e mun · stanta · meþ · sten ¶ lifiR · uitrint · su · iaR · uan · eskil §B kristr · hialbi · siol · hans ¶ aok · santa · migael §C toki · risti · runaR · e(f)(t)(i)(R) (·) -(o)ru · ¶ stiubmoþur · sina · kunu · koþa,"Áskell, Súlki's son, had this stone raised in memory of himself. Ever will stand, while the stone lives, this memento, which Áskell produced. §B May Christ and Saint Michael help his soul. §C Tóki carvedthe runes in memory of Þóra, his stepmother, a good wife.",en,qwen3.5-0.8B-ft_multi-lang,"Eskil, Sulga, Son, let the stone in memory of Sialfinn, his son. May God help his spirit. §B Christ, Holy Spirit, Saint, my God. §C Tóki raised the runes in memory of Steinnbjômr, my son."
34,$M ... ...r øssur : asbiæ?na^r s^on(·),$M ... rests/in memory(?) of Ôssurr Ásbjôrn's son.,en,qwen3.5-0.8B-ft_multi-lang,"$M ... ... Óssur, he made the stone."
35,... [+ faslaug :] þaun : [hion × litu : i]ftiR · þial[fa : sun s]...,"... (and) Fastlaug, the married couple, had (the stone raised) in memory of Þjalfi, their son.",en,qwen3.5-0.8B-ft_multi-lang,"... Fastlög, this son, had the stone raised in memory of Þjalfa, his son."
36,[aimuntr : let ... ... (k)uþ salu · ha...],Eimundr had ... May God help his soul.,en,qwen3.5-0.8B-ft_multi-lang,Ámundr had ... his wife.
37,þuri ÷ auk frystain ' litu raisa stain iftiR ' þurstain broþur sin,"Þórir and Freysteinn had the stone raised in memory of Þorsteinn, their brother.",en,qwen3.5-0.8B-ft_multi-lang,"Þórir and Frøstjónr had the stone raised in memory of Þóstrírn, their brother."
38,gya : sæhir : at þu : kak hæim §B þa^nsak : a^b(a)kista^n : rþis,Gyða says that you should go home. §B ... ... ...,en,qwen3.5-0.8B-ft_multi-lang,"Gyðr, you, the king, §B Þónsak, the ruler, ..."
39,þurkiR · auk · uri · þaiR · raistu · staina · at · ulaif · faþur · sin : auk : at · suain · bruþur sin ·,"Þorgeirr and Orri, they raised the stones in memory of Óleifr, their father and in memory of Sveinn, their brother.",en,qwen3.5-0.8B-ft_multi-lang,"Þorki/Raugar and Uri, they raised the stone in memory of Úlvafr, their father; and in memory of Sveinn, their brother."
40,(h)agormr hialgar-r (l)i-unski-l-... §B ... þunt bloþ or rin or æ-r : bloþ or : rin or æ--,"Hagormr(?), ... ... §B ... thin blood, run out, out of ... blood, run out, out of ...",en,qwen3.5-0.8B-ft_multi-lang,Hagormr and Hjalgrirr(?) ... §B ... they made the stone and the ring and the ring.
41,alfkil ÷ uk ÷ hns ÷ suniR ÷ risþu : stin : þansi : ift : ¶ · mana : sin : frinta : þans × uas · lantirþi ÷ kitils ÷ þis ÷ ¶ nuruna ÷,"Alfkell and his sons raised this stone in memory of Manni, their kinsman, who was Ketill the Norwegian's estate-steward.",en,qwen3.5-0.8B-ft_multi-lang,"Alfkiell and his son, Rísi, made this stone in memory of their father, Ás, a good man. Ketil's(?) father was here."
42,× þeiR bryþr × reistu × kubl × þia × eftiR × sustur ×× sina × afriþi × auk × eftR × suein × faþur × sin × koþan ×,"These brothers raised these monuments in memory of their sister, Áfriðr, and in memory of Sveinn, their good father.",en,qwen3.5-0.8B-ft_multi-lang,"Þórðr had this stone cut in memory of his father, Áfríðr and in memory of Sveinn, his father, who was good."
43,× kut × raisti × ifti × skara × sun sin × anun × hiu × siþu,"Gautr raised (the stone) in memory of Skeri/Skari, his son. Ônundr cut the side.",en,qwen3.5-0.8B-ft_multi-lang,"Gott rest in memory of Skara, his son, Annu, who died."
44,(s)(a)- riti sanat kaolu a^mn -... §AQ (s)(a)- rit is anat i saolu a^mn -... §AR (s)(a)- riti| |is a| |an ati saolu a^mn -... §B a(i)kua(i)tu,... by writing heals the crazy woman. Amen ... §AQ ... writing is something different in the soul. Amen ... §AR let ... write who owns and experienced happiness/luck. Amen ...,en,qwen3.5-0.8B-ft_multi-lang,Sætri carved the stone in memory of ... §AQ Sætri carved the stone in memory of ... §AR Sætri carved the stone in memory of ... §B Ákiðviti carved the stone.
45,... ...-þan × isun × isRn × bRkia nu × kuþ il×... ... §Q ... ...-þan × isun × isRn × bRkia nu × kuþ il×... ...,"... good(?), his(?) son(?). Now(?) (they) pray(?) to God(?) to help(?) ... §Q ... (the) good(?) son of them both. Now God may help(?) ...",en,qwen3.5-0.8B-ft_multi-lang,... ... ... ... ... ... §Q ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ...
46,$M §A spyr actriþi h-... §B --- act -...,$M §A Ask Ástríðr ... §B ... love ...,en,qwen3.5-0.8B-ft_multi-lang,"$M §A Spyr, the ... §B ... ..."
47,$U §P -uþaþit-ih -ilald (t)-uiuu-(t)w- §Q a^luþa þit (s)i huilalda^| |^aï uiu u(e)a aþa^l,$U §P ... artifact ... §Q Of the ale this will be the resting-people’s (= the deads’): (for?) ever I sanctify abode of the gods.,en,qwen3.5-0.8B-ft_multi-lang,"$U §P ... §Q Áldrðr, he is the soul of Áldrðr, he is the soul of Áldrðr."
48,÷ uesti : auk : iuar : auk : s(u)[lfa :] (b)ruþr : þriR : karþu : bru : þasi : (a)uk : satu : stein : þana : eftiR : þialfa : faþur : [sin],"Véseti and Ívarr/Jóarr and Sylfa, the three brothers made this bridge and placed this stone in memory of Þjalfi, their father.",en,qwen3.5-0.8B-ft_multi-lang,"Vesti and Jǫr and Sólfi, brothers, they carved this stone in memory of Þílafr, their father."
49,: hragli : auk : alkisl : satu : stin : þesi : eftR : serla : faþur : sin,"<hragli> and Algísl placed this stone in memory of Særli, their father.",en,qwen3.5-0.8B-ft_multi-lang,"Hrágl and Alkísleðr and Steinn, they had this stone erected in memory of their father."
50,...- : kuþ-... ...-u · ...,... ... ... ...,en,qwen3.5-0.8B-ft_multi-lang,... ... ...
51,[iufur · uk stoþbiarn · litu ... ... ...kifast · faþur · sin ×],"Jôfurr and Stóðbjôrn had ... in memory of Ingifastr, their father.",en,qwen3.5-0.8B-ft_multi-lang,Ívfr and Stóðbjôrn had the stone made in memory of ... their father.
52,: haraltr : kunukR : baþ : kaurua ¶ kubl : þausi : aft : kurm faþur sin ¶ auk aft : þourui : muþur : sina : sa ¶ haraltr (:) ias : soR · uan · tanmaurk §B ala · auk · nuruiak §C (·) auk t(a)ni (k)(a)(r)(þ)(i) kristno,"King Haraldr ordered these monuments made in memory of Gormr, his father, and in memory of Þyrvé, his mother; that Haraldr who won for himself all of Denmark §B and Norway §C and made the Danes Christian.",en,qwen3.5-0.8B-ft_multi-lang,"Haraldr and Gunnarr(?) built the castle in memory of Gorm, their father. And in memory of Þóruðr, their mother. §B Ála and Norðríkr. §C Ále and Þinéi, their brothers. Christno."
53,+ esse krusem tomi¶ni : fugite pa^rtes ¶ at^uerse uisit le(o) ¶ te t^ribu iuta -----... ----... ¶ kua(t)^uo^r gra^na in pen¶talum in--... ¶ fo(n)te t^utit : ¶ aaron : iesus + §B -(o)hannes ¶ ma^rkus ¶ maþeus ¶ lukas §C -a^gla al¶pha et ¶ o + - :,"Behold the cross of the Lord; flee, you hostile powers. The lion of the tribe of Juda, the root of David, has conquered. Four letters on the forehead-plate that Aaron bore on his forehead, Jesus. §B John, Mark, Matthew, Luke. §C Agla. Alpha and Omega ...",en,qwen3.5-0.8B-ft_multi-lang,... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ...
54,[suth]i auk · iki[fastr · litu] rita [stai]n ' iftiR × ikalt ' uk ' (f)[tiR ikhu]ar · fe[þr si]na · kuþa · i,"Sóti and Ingifastr had the stone erected in memory of Ingjaldr and in memory of Ingvarr, their good fathers ...",en,qwen3.5-0.8B-ft_multi-lang,"Sóði and Íkvastr had the stone raised in memory of Ingallr, their father, and in memory of their mother."
55,... ...þi : stin : þa...- · -...,... raised this stone ...,en,qwen3.5-0.8B-ft_multi-lang,... this stone ...
56,+ ka^ute : tie · kinit^r · suermo: in·mokulata · ga^ute §B k-- ... §C ga^ute : kue : genuisti : eterni · lumi(n)- §D k[l]-... ...,"Rejoice, Mother of God, immaculate Virgin, rejoice §B ... §C Rejoice, Thou who created clarity from eternal light §D ...",en,qwen3.5-0.8B-ft_multi-lang,Kauti(?) and Jintir(?) made this monument in memory of Guate(?) §B ... §C Guate(?) gave the stone to himself and to himself in memory of the light. §D ...
57,[rahnfriþr · lit rt stain þino ' aftiR biurno sun þaiRa kitilmuntaR ' hon ' fil a urlati ' kuþ hialbi hons ant auk| |kuþs muþiR ' osmunr mar'kaþi runaR ritar],"Ragnfríðr had this stone erected in memory of Bjôrn, her son and Ketilmundr's. He fell in Virland. May God and God's mother help his spirit. Ásmundr marked the right runes.",en,qwen3.5-0.8B-ft_multi-lang,"Ragnfríðr had the stone raised in memory of Bjôrn, his son, Ketillmundr, his brother. He was the husbandman of the village of Urlati, and the husbandman of the village of Ósmundr. May God help his soul and his soulmates."
58,... ...isa · sti- ... -t · su... ...,... raised the stone ... in memory of the son ...,en,qwen3.5-0.8B-ft_multi-lang,... ...-isa ... the stone ...
59,kunuar : resþi : stin : þani : eftiR : kana : bunta : sin : þegn harþa kuþan,"Gunnvôr raised this stone in memory of Kani, her husbandman, a very good Þegn.",en,qwen3.5-0.8B-ft_multi-lang,"Gunnvarr raised this stone in memory of Gana, his brother. May God help his spirit."
60,...[-n · sin +] sun + hulmfas--/hulmfas--... ... kuþ + hialbi + ant hans +,"... his, Holmfastr's son ... May God help his spirit.",en,qwen3.5-0.8B-ft_multi-lang,... the son of the good man ... May God help his spirit.
61,· aystin · auk · astriþr · raistu · stina · aftir · kak · sun · sin ·,"Eysteinn and Ástríðr raised the stones in memory of Kagr(?)/Gagr(?), their son.",en,qwen3.5-0.8B-ft_multi-lang,"Ástjón and Ástriðr raised the stone in memory of Kak, their son."
62,akuti + auk + osur + auk × biaurn × rastu × stain × (þ)[ina × afti](r) × nuka × trihk + kuþan ×,"Ágoti and Ôzurr and Bjôrn raised this stone in memory of Nokki, a good valiant man.",en,qwen3.5-0.8B-ft_multi-lang,"Águti and Ósur and Bjôrn raised this stone in memory of Núka, their good husbandman."
63,ingibiorh · hin fahra · æhkia §B môrhk · kona · hæfer · faret · lu(t) in her mihgil oflate §C ærlikr,"Ingibjôrg, the fair widow. §B Many a wife has travelled stooping in here. A great show-off. §C Erlingr",en,qwen3.5-0.8B-ft_multi-lang,"Ingibjôrh and Fæhra, §B Mórhjôk, and Hæfer, §C Erlíkr."
64,... -it : tafast : rista : runir,... had Tafeistr to carve the runes.,en,qwen3.5-0.8B-ft_multi-lang,... had the stones raised in memory of ...
