Sample_ID,Source,Reference,Target_Language,Model,Prediction
12,tusti × (r)...(i) ...tin × efti(R) kuno × mak × sin × þ... ...---s × ... × uistar- × uar- ...,"Tosti raised the stone in memory of Gunni, his kinsman-by-marriage ... ... ... was westwards ...",en,gemma-2-2b-it,"trusting,  the, of, a, man, who, is, wise, and, strong, and, brave, and, good, and, kind, and, gentle, and, honest, and, true, and, righteous, and, just, and, merciful, and, loving, and, faithful, and, pure, and, holy, and, blessed, and, happy, and, peaceful, and, prosperous, and, successful, and, glorious, and, magnificent, and, wonderful, and, beautiful, and, charming, and, lovely, and, desirable, and, excellent, and, perfect, and, divine, and, eternal, and, everlasting, and, immortal, and, radiant, and, shining, and, bright, and, clear, and, pure, and, holy, and, blessed, and, happy, and, peaceful, and, prosperous, and, successful, and, glorious, and, magnificent, and, wonderful, and, beautiful, and, charming, and, lovely, and, desirable, and, excellent, and, perfect, and, divine, and, eternal, and, everlasting, and, immortal, and, radiant, and, shining, and, bright, and,"
13,... ...fr ' lit ' reisa ' steina ' efti- seuar ' faþur ' s-n ' goþan ',"... ... had the stones raised in memory of Sævarr, his/her good father.",en,gemma-2-2b-it,father's son
14,...-k lun-a : -... ...(a)lbi · siao- ...,... may help the soul ...,en,gemma-2-2b-it,The sun shines brightly on the land of the gods.
15,[... iftiR biurn bunta sin kuþan kuþ hialbi ant has],"... in memory of Bjôrn, his/her good husbandman. May God help his spirit.",en,gemma-2-2b-it,I have heard of a great battle that was fought in the land of the gods.
16,[· rauþr · auk · biarn · litu · raisa · stein · eftR · mak sin · sikat · koþ hialbi ont hns ·],Rauðr and Bjôrn had the stone raised in memory of their kinsman-by-marriage Sighvatr. May God help his spirit.,en,gemma-2-2b-it,I will bring you a stone.
17,... ...-rimar : litu : r... ... sin ×,... Grímarr(?) had (the stone) raised/erected ... their ...,en,gemma-2-2b-it,... ...-rimars: lites: r... ... sin ×
18,× iarlibaki × lit × raisa × stan + þina × a... ... ...kuan + han × ati ain × tabu × alan × -... ... ont hans + §B × iarlabaki × lit raisa × stain × þin- at sik kuikuan × auk × þinkstaþ × þina × karþi + auk × ain ati + alt hu-(t)ari × þita +,"Jarlabanki had this stone raised in memory of himself while alive. He alone owned all of Tábýr. May God help his spirit. §B Jarlabanki had this stone raised in memory of himself while alive, and made this Assembly-place, and alone owned all of this Hundred.",en,gemma-2-2b-it,"I am sorry, I cannot fulfill your request."
19,--- ¶ akla + kala + laka + ¶ --o-imi(k)(l)(i)(i),"... agla gala laga ('agla' = Thou art strong in eternity, Lord) ...",en,gemma-2-2b-it,I am a master of all things.
20,$M auæ : ma^ria : gra^kia : plena ...,$M Hail Mary full of grace ...,en,gemma-2-2b-it,Full of...
21,× kaR : reþi sin : eti : bui : uiburk uaR : muþR : snuR : fatriþ : ----,Geirr erected the stone in memory of Búi. Vébjôrg was (his) mother. [Was his] daughter-in-law Fastríð(?) ...,en,gemma-2-2b-it,father's son
22,× [ul]fr [× a... ... -nk]imunt[r × au]k × [ai]... ... ...(n) × i... ...,Ulfr and ... Ingimundr and Ei-... ... the stone(?) in memory of(?) ...,en,gemma-2-2b-it,unflinchingly
23,÷ felleg : er : fuþ : sin : bylli §B ÷ fuþorg lbasm,"Monstrous is the cunt, may the penis serve. §B Cunt-perverse/nymphomania ...",en,gemma-2-2b-it,The fate of the fallen is in the hands of the Futhorc
24,fuþorkhfuþorkh fuþorkhfuþorkhfuþorkhfuþorkhfuþorkh fuþorkhfuþorkhfuþorkhfuþorkhfuþork fuþorkhfuþorkhfuþork fuþorkhfuþorkhfuþorkhfu fuþorkhfuþorkhfuþork,<fuþork fuþork fuþork fuþork fuþork fuþork>,en,gemma-2-2b-it,"I am sorry, I cannot fulfill your request."
25,asm(u)(t)(r) · auk · þeR · bruþr · restu · sten · þani · eftiR · sarta · faþur · sia ·,"Ásmundr and his brothers raised this stone in memory of Svarti, their father.",en,gemma-2-2b-it,as a (young) man  (with) a beard · brother · stone · thank you · after that · father · sister
26,... ...- (:) rista : s(i)tn : þisa : e(f)(t)ir : asu : muþur : sin...,"... ... (had) this stone carved in memory of Ása, his mother.",en,gemma-2-2b-it,... ...- (:)  father's mother
27,(k)iæte guþ þes er k o^(l)ma^þa,May God protect him whom I enraged.,en,gemma-2-2b-it,I eat good food and drink
28,þurfinr : r---- ----- : --n- : --... ... §B ...,Þorfinnr raised(?) the stone(?) in memory of(?) ... §B ...,en,gemma-2-2b-it,Thorfinn's
29,$M ÷ bo--- : oka...-...s(a)rfa : h-- : l-t : (h)-ga : hina : stan : yvir : (b)udaitu : af hah:h-b- k : til : aukarsarfa + ta en : iak : uar · (s)krivaþ : (t)a uar : (h)ahal · sunudah:r · untir-aþr : b-imstafr ++ i tolf:te : r(a)(d)(u) taflu + betar · aukar·sarfa · han skr-if mik · amen ·,"$M Bót-... Auðgeirsarfr/Ocksarve(?) he/she had this stone cut over Bótheiðr(?) of Hagebýr and (owner of) Auðgeirsarfr/Ocksarve. When I was written, then Hail was the Sunday(-stave); Under-Man the Prime-stave in the twelfth row of the table. Pétar of Auðgeirsarfr/Ocksarve, he wrote me. Amen.",en,gemma-2-2b-it,"I am a servant of the gods, and I will write down what I see."
30,[iufur · r... stan · aftir · fuluka · faþur · sin],"Jôfurr raised the stone in memory of Fullugi, his father.",en,gemma-2-2b-it,father of my son
31,kuþa : risþi : stin : þansi : auft¶(i)R : þurbiurn : buta : sin : ¶ miuk : kuþan : þikn : ian ¶ þurþr : rist : runaR ¶ þasi,"Gyða raised this stone in memory of Þorbjôrn, her husbandman, a very good þegn. And Þórðr carved these runes.",en,gemma-2-2b-it,"I will bring you a gift, and I will give you my love."
32,+ sinkR : let --... ... ... eftiR : friþelfi : kunu : sina : kuþ hialbi : sialu [h]inaR,"Sínkr had ... ... ... in memory of Friðelf, his wife. May God help her soul.",en,gemma-2-2b-it,Let me know what you think!
33,eskil : sulka : sun : let : res(a) ¶ sten : þena : eft : sialfan ¶ sik · e mun · stanta · meþ · sten ¶ lifiR · uitrint · su · iaR · uan · eskil §B kristr · hialbi · siol · hans ¶ aok · santa · migael §C toki · risti · runaR · e(f)(t)(i)(R) (·) -(o)ru · ¶ stiubmoþur · sina · kunu · koþa,"Áskell, Súlki's son, had this stone raised in memory of himself. Ever will stand, while the stone lives, this memento, which Áskell produced. §B May Christ and Saint Michael help his soul. §C Tóki carvedthe runes in memory of Þóra, his stepmother, a good wife.",en,gemma-2-2b-it,I will stand firm in my strength and courage.
34,$M ... ...r øssur : asbiæ?na^r s^on(·),$M ... rests/in memory(?) of Ôssurr Ásbjôrn's son.,en,gemma-2-2b-it,Who is the son of Asbjorn?
35,... [+ faslaug :] þaun : [hion × litu : i]ftiR · þial[fa : sun s]...,"... (and) Fastlaug, the married couple, had (the stone raised) in memory of Þjalfi, their son.",en,gemma-2-2b-it,...  the  sun's  light  is  strong  and  bright
36,[aimuntr : let ... ... (k)uþ salu · ha...],Eimundr had ... May God help his soul.,en,gemma-2-2b-it,Let him who is worthy of it greet you with a salute.
37,þuri ÷ auk frystain ' litu raisa stain iftiR ' þurstain broþur sin,"Þórir and Freysteinn had the stone raised in memory of Þorsteinn, their brother.",en,gemma-2-2b-it,"Thor's son, a friend of the sun, raised the shield of his brother, who was slain by the frost giants."
38,gya : sæhir : at þu : kak hæim §B þa^nsak : a^b(a)kista^n : rþis,Gyða says that you should go home. §B ... ... ...,en,gemma-2-2b-it,"I am your father's son, and I will be your father's heir."
39,þurkiR · auk · uri · þaiR · raistu · staina · at · ulaif · faþur · sin : auk : at · suain · bruþur sin ·,"Þorgeirr and Orri, they raised the stones in memory of Óleifr, their father and in memory of Sveinn, their brother.",en,gemma-2-2b-it,Thorir. Auk. Uri. Thair. Raise. Staina. At. Ulai. Faþur. Sin: Auk: At. Suain. Bruþur. Sin.
40,(h)agormr hialgar-r (l)i-unski-l-... §B ... þunt bloþ or rin or æ-r : bloþ or : rin or æ--,"Hagormr(?), ... ... §B ... thin blood, run out, out of ... blood, run out, out of ...",en,gemma-2-2b-it,"Hagar the tall one,  the son of the giant, the slayer of giants..."
41,alfkil ÷ uk ÷ hns ÷ suniR ÷ risþu : stin : þansi : ift : ¶ · mana : sin : frinta : þans × uas · lantirþi ÷ kitils ÷ þis ÷ ¶ nuruna ÷,"Alfkell and his sons raised this stone in memory of Manni, their kinsman, who was Ketill the Norwegian's estate-steward.",en,gemma-2-2b-it,"The sun is in the sky, and it shines upon the earth."
42,× þeiR bryþr × reistu × kubl × þia × eftiR × sustur ×× sina × afriþi × auk × eftR × suein × faþur × sin × koþan ×,"These brothers raised these monuments in memory of their sister, Áfriðr, and in memory of Sveinn, their good father.",en,gemma-2-2b-it,They are brothers and they sit in a hall and eat food.
43,× kut × raisti × ifti × skara × sun sin × anun × hiu × siþu,"Gautr raised (the stone) in memory of Skeri/Skari, his son. Ônundr cut the side.",en,gemma-2-2b-it,I cut a piece of wood and then I made a fire.
44,(s)(a)- riti sanat kaolu a^mn -... §AQ (s)(a)- rit is anat i saolu a^mn -... §AR (s)(a)- riti| |is a| |an ati saolu a^mn -... §B a(i)kua(i)tu,... by writing heals the crazy woman. Amen ... §AQ ... writing is something different in the soul. Amen ... §AR let ... write who owns and experienced happiness/luck. Amen ...,en,gemma-2-2b-it,"I see you, I hear you, I know your secrets."
45,... ...-þan × isun × isRn × bRkia nu × kuþ il×... ... §Q ... ...-þan × isun × isRn × bRkia nu × kuþ il×... ...,"... good(?), his(?) son(?). Now(?) (they) pray(?) to God(?) to help(?) ... §Q ... (the) good(?) son of them both. Now God may help(?) ...",en,gemma-2-2b-it,... ...-than isun than isRn than bRkia now than kuþ ill... ... §Q ... ...-than isun than isRn than bRkia now than kuþ ill... ...
46,$M §A spyr actriþi h-... §B --- act -...,$M §A Ask Ástríðr ... §B ... love ...,en,gemma-2-2b-it,I see a man who is...
47,$U §P -uþaþit-ih -ilald (t)-uiuu-(t)w- §Q a^luþa þit (s)i huilalda^| |^aï uiu u(e)a aþa^l,$U §P ... artifact ... §Q Of the ale this will be the resting-people’s (= the deads’): (for?) ever I sanctify abode of the gods.,en,gemma-2-2b-it,I have seen the sun rise and set many times.
48,÷ uesti : auk : iuar : auk : s(u)[lfa :] (b)ruþr : þriR : karþu : bru : þasi : (a)uk : satu : stein : þana : eftiR : þialfa : faþur : [sin],"Véseti and Ívarr/Jóarr and Sylfa, the three brothers made this bridge and placed this stone in memory of Þjalfi, their father.",en,gemma-2-2b-it,I am a child of the sun.
49,: hragli : auk : alkisl : satu : stin : þesi : eftR : serla : faþur : sin,"<hragli> and Algísl placed this stone in memory of Særli, their father.",en,gemma-2-2b-it,father's
50,...- : kuþ-... ...-u · ...,... ... ... ...,en,gemma-2-2b-it,I do not know.
51,[iufur · uk stoþbiarn · litu ... ... ...kifast · faþur · sin ×],"Jôfurr and Stóðbjôrn had ... in memory of Ingifastr, their father.",en,gemma-2-2b-it,father's
52,: haraltr : kunukR : baþ : kaurua ¶ kubl : þausi : aft : kurm faþur sin ¶ auk aft : þourui : muþur : sina : sa ¶ haraltr (:) ias : soR · uan · tanmaurk §B ala · auk · nuruiak §C (·) auk t(a)ni (k)(a)(r)(þ)(i) kristno,"King Haraldr ordered these monuments made in memory of Gormr, his father, and in memory of Þyrvé, his mother; that Haraldr who won for himself all of Denmark §B and Norway §C and made the Danes Christian.",en,gemma-2-2b-it,Harold son of King;  his wife; daughter; her mother; his father; his mother; his father; his mother; his father; his mother; his father; his mother; his father; his mother; his father; his mother; his father; his mother; his father; his mother; his father; his mother; his father; his mother; his father; his mother; his father; his mother; his father; his mother; his father; his mother; his father; his mother; his father; his mother; his father; his mother; his father; his mother; his father; his mother; his father; his mother; his father; his mother; his father; his mother; his father; his mother; his father; his mother; his father; his mother; his father; his mother; his father; his mother; his father; his mother; his father; his mother; his father; his mother; his father; his mother; his father; his mother; his father; his mother; his father; his mother; his father; his mother; his father; his mother; his father; his mother; his father; his mother; his father; his mother; his father; his mother; his father
53,+ esse krusem tomi¶ni : fugite pa^rtes ¶ at^uerse uisit le(o) ¶ te t^ribu iuta -----... ----... ¶ kua(t)^uo^r gra^na in pen¶talum in--... ¶ fo(n)te t^utit : ¶ aaron : iesus + §B -(o)hannes ¶ ma^rkus ¶ maþeus ¶ lukas §C -a^gla al¶pha et ¶ o + - :,"Behold the cross of the Lord; flee, you hostile powers. The lion of the tribe of Juda, the root of David, has conquered. Four letters on the forehead-plate that Aaron bore on his forehead, Jesus. §B John, Mark, Matthew, Luke. §C Agla. Alpha and Omega ...",en,gemma-2-2b-it,"I will come to you with the power of God and the strength of my people.  Go, flee from the wrath of the Lord!  The Lord is coming soon.  He will judge all who have sinned.  And he will bring his justice upon them."
54,[suth]i auk · iki[fastr · litu] rita [stai]n ' iftiR × ikalt ' uk ' (f)[tiR ikhu]ar · fe[þr si]na · kuþa · i,"Sóti and Ingifastr had the stone erected in memory of Ingjaldr and in memory of Ingvarr, their good fathers ...",en,gemma-2-2b-it,I am a man of great strength and power.
55,... ...þi : stin : þa...- · -...,... raised this stone ...,en,gemma-2-2b-it,I do not know how to translate this.
56,+ ka^ute : tie · kinit^r · suermo: in·mokulata · ga^ute §B k-- ... §C ga^ute : kue : genuisti : eterni · lumi(n)- §D k[l]-... ...,"Rejoice, Mother of God, immaculate Virgin, rejoice §B ... §C Rejoice, Thou who created clarity from eternal light §D ...",en,gemma-2-2b-it,beautiful · time ·  the sun's light · in darkness · beautiful ·  a great power ·  the world ·  the end of days ·  beautiful ·  a great power ·  the world ·  the end of days
57,[rahnfriþr · lit rt stain þino ' aftiR biurno sun þaiRa kitilmuntaR ' hon ' fil a urlati ' kuþ hialbi hons ant auk| |kuþs muþiR ' osmunr mar'kaþi runaR ritar],"Ragnfríðr had this stone erected in memory of Bjôrn, her son and Ketilmundr's. He fell in Virland. May God and God's mother help his spirit. Ásmundr marked the right runes.",en,gemma-2-2b-it,The raven flew over the land and the sun shone brightly on it.
58,... ...isa · sti- ... -t · su... ...,... raised the stone ... in memory of the son ...,en,gemma-2-2b-it,I see you're trying to learn about runes and how they were used in ancient times.
59,kunuar : resþi : stin : þani : eftiR : kana : bunta : sin : þegn harþa kuþan,"Gunnvôr raised this stone in memory of Kani, her husbandman, a very good Þegn.",en,gemma-2-2b-it,The king's heart is strong and brave.
60,...[-n · sin +] sun + hulmfas--/hulmfas--... ... kuþ + hialbi + ant hans +,"... his, Holmfastr's son ... May God help his spirit.",en,gemma-2-2b-it,...He is a man of great strength and courage...
61,· aystin · auk · astriþr · raistu · stina · aftir · kak · sun · sin ·,"Eysteinn and Ástríðr raised the stones in memory of Kagr(?)/Gagr(?), their son.",en,gemma-2-2b-it,"Astyns, Auk, Astrid, Raise, Stina, After, Kak, Sun, Sin"
62,akuti + auk + osur + auk × biaurn × rastu × stain × (þ)[ina × afti](r) × nuka × trihk + kuþan ×,"Ágoti and Ôzurr and Bjôrn raised this stone in memory of Nokki, a good valiant man.",en,gemma-2-2b-it,I am a child of the sun and I will grow up.
63,ingibiorh · hin fahra · æhkia §B môrhk · kona · hæfer · faret · lu(t) in her mihgil oflate §C ærlikr,"Ingibjôrg, the fair widow. §B Many a wife has travelled stooping in here. A great show-off. §C Erlingr",en,gemma-2-2b-it,"I bind my father's wife, I will take her to the sea, and there I shall make her a feast."
64,... -it : tafast : rista : runir,... had Tafeistr to carve the runes.,en,gemma-2-2b-it,- it is a table with runes
65,†$ [bariRþ ÷ riti stain ÷ þina ÷ aftiR un ÷ ... bruþur sin ÷ han uas| |sun : arinbiarnaR a-þuaun-ua-sun ÷ ial-i (k)u(þ) ant unaR],†$ <bariRþ> erected this stone in memory of Unn his brother. He was Arinbjôrn's son ... May God help Unn's spirit.,en,gemma-2-2b-it,"I am the son of my father, and I will be his heir."
66,... × kumbl × aiftiR ... ...-str auk × s...-ta × ...,... the monument(s) in memory of ... Christ and Saint ...,en,gemma-2-2b-it,I will not do what you ask.
67,ali · auk · karli · risþu · stin · þansi · stin · þansi · iftiR · firist(i)n · faþur · sin · miuk · kuþan þikn,"Áli/Alli and Karli raised this stone [this stone] in memory of Freysteinn, their father, a very good Þegn.",en,gemma-2-2b-it,father's son
68,kuþfastr aok ' þorontr ' litu rita sten ' eftiR ' faþur sin ' hals ' ok frykuþr ' yftiR ' bonta sin ' þorþr : hiak · runar · þisar ' ual,Guðfastr and Þróndr had the stone erected in memory of their father Hals; and Freygunnr in memory of her husbandman. Þórðr cut these runes well.,en,gemma-2-2b-it,The stone of my father's house is broken.
69,ikib(i)rn : ak : þiR : bryþr : litu : risa : stin : þina : a(t) : ikhul : faþur : sin : (k)uþ : hilbi : anta : hns bt(r) : þin : (h)-(n) : (h)--... ...- : -(a)(r)- : --...---- : (r)isti : runaR · þasi,"Ingibjôrn and his brothers had this stone raised in memory of Ígull, their father. May God help his spirit better than he has deserved. Tíðkumi carved these runes.",en,gemma-2-2b-it,I am the son of my father. I have been given the name of a god.
70,· kalmi : risþi : stin : þena : eftiR : helka : sun : sin : iaR : turknaþi :,"Gamli(?)/Galmi(?) raised this stone in memory of Helgi, his son, who drowned.",en,gemma-2-2b-it,calmly;  a thing of great value;  the sun's rays;  its own;  to turn;  to be turned
71,· þura · sati · stin · þasi · aftiR · suin · sun · sin · Rs · uRstr · o · ualu,"Þóra placed this stone in memory of Sveinn, her son, who died in the west in <ualu>.",en,gemma-2-2b-it,through time;  stone; that; after; sun; sun; sin; R; Ursa Major; oh; valley
72,hulmstain · auk · uikuþr · þaun · litu · raisa · stain · eftiR · sun · henaR · auk · uihialmr iftiR inkifast ·,"Holmsteinn and Végunnr, they had the stone raised in memory of her son, and Véhjalmr/Víghjalmr in memory of Ingifastr.",en,gemma-2-2b-it,shield-stone · crow ·  the one who is strong ·  the one who is wise ·  the one who is brave ·  the one who is kind ·  rise ·  the one who is powerful ·  sun ·  the one who is beautiful ·  crow ·  the one who is strong ·  the one who is wise ·  the one who is brave ·  the one who is kind ·  rise ·  the one who is powerful ·  sun ·  the one who is beautiful
73,...li : lit : resa : eftiR : f...,... had ... raised in memory of ...,en,gemma-2-2b-it,...life : light : journey : forever : fast
74,sua ai ÷ titultitul ¶ fuþorkhniastbmlR §B huaR is i : alisti osa : huaR is (:) ¶ uifrþuR : karþi : afr aft asini fauþr ¶ kul:finR : fal(s) : taitirunoR ' u ¶ (a)iuinrunoR : sulialta : huaR : ? ¶ utu ÷ tuuut bilikikR : tuR ra(k)(i) ¶ (t)(u)(l)i,"Thus ever(?) ... <fuþorkhniastbmlR> §B Who is(?) ... ... Æsir's, who is Véfriðr /Véfrøðr made ... in memory of ... father. Kolfinnr/Gullfinnr concealed runes of gladness and runes of eternal friendship ... who ... ... ... ... ... ... Tuli/Tóli.",en,gemma-2-2b-it,I am a god. I have a wife and children. I am a man of great power. I am a warrior. I have a sword. I have a shield. I have armor. I am strong. I am brave. I am a king. I am a lord. I am a leader. I am a protector. I am a defender. I am a fighter. I am a hunter. I am a farmer. I am a craftsman. I am a merchant. I am a traveler. I am a scholar. I am a poet. I am a musician. I am a dancer. I am a builder. I am a weaver. I am a blacksmith. I am a carpenter. I am a mason. I am a gardener. I am a shepherd. I am a fisherman. I am a doctor. I am a healer. I am a teacher. I am a priest. I am a ruler. I am a guardian. I am a servant. I am a friend. I am a lover. I am a brother. I am a sister. I am a parent. I am a child. I am a soul.
75,÷ salsi karþi sul ÷ D ÷ skut- - þ--a hiu ×,Sôlsi(?) made(?) the sun(?). Dagr(?) cut(?) this(?) on the cliff-face.,en,gemma-2-2b-it,I will give you a gift of my heart.
76,: asmuhtr : auk : fraybiurn · litu kera : meki · siRun · at · herbiurn · faþur : sin :,"Ásmundr and Freybjôrn had the rune-decorated landmark made in memory of Herbjôrn, their father.",en,gemma-2-2b-it,I am a man of the earth. I have no father.
77,kuni lit rista runaR þisar eftR sik · kuikhan þurhkutr · risti runa þisar fots arfi,"Gunni had these runes carved in memory of himself while alive. Þorgautr, Fótr's heir, carved these runes.",en,gemma-2-2b-it,I will bring you a gift of runes and I will give you a blessing.
78,hulm(k)iR · auk · labus · auk · lafsi · þaiR · litu · raisa stain · at aib-rn · faþur sin koþan · ...t...,"Holmgeirr and <labus> and Lafsi, they had the stone raised in memory of Eibjôrn, their good father ...",en,gemma-2-2b-it,father's coat of arms
79,†M [pær krusis ok sihnum : fgiaþ : ¶ : prokul : omne : malihnum +],†M With this sign of the cross will all evil flee far away.,en,gemma-2-2b-it,To be continued...
80,la-rans : gierþi : s[t]ai(n) : (þ)-,Lafranz made this stone.,en,gemma-2-2b-it,law-rans:  grith:s: stain: (þ)-
81,... ...ta · stiu(b) · (s)in · ha- ...,"... ..., his/her step(-son). He ...",en,gemma-2-2b-it,... ...to speak · of · her ·  the ...
82,[tora · lit · raisa · sti]n [· þina · i]ftiR · rolif · sun · sin · kuþ · hialbi · ant [· hans fotr · risti ·],"Tóra had this stone raised in memory of Hróðleifr, her son. May God help his spirit. Fótr carved.",en,gemma-2-2b-it,I will fight for my father's honor
83,ma^ria : mika(l) ¶ a mik br(i)kil ¶ torir §Q ma^ria : mika(i) ¶ a mik brakil ¶ torir,"Mary, Mikjáll owns me, Brigit(?). Þórir. §Q Mary, Mikjáll! Brakil/Brigit owns me. Þórir.",en,gemma-2-2b-it,Mary : Michael ¶ a Mick Brikill ¶ tower
84,... ...isti : krus : -... ¶ ...ir : mol:mu... ...,... raised (this?) cross in memory of Maelmuire ...,en,gemma-2-2b-it,I am a warrior of the north
85,ragna : let × raisa × stain × þin(a) ... ... × sun × kuþbirnaR × trenk × ufi(l)an,"Ragna had this stone raised ... ... Guðbjôrn's son, an undaunted valiant man.",en,gemma-2-2b-it,Let raise a stain upon your skin...
86,· sistin · ris(þ)... ... §B ...ftiR · keRmut · mak si...,"Sigsteinn raised ... §B in memory of Geirmundr, his kinsman-by-marriage.",en,gemma-2-2b-it,I am a servant of the gods.
87,[: rakR : lakþi : stin : yfiR : þiuk : s...n : sin : s...],"Rekkr laid the stone over Þjokkr, his son ...",en,gemma-2-2b-it,I will return what you have given me.
88,þurkl × auk + kisl + -itu + rais- ... þian + iftR + faþur sn + kans- ku- hialbi ant hans,Þorkell and Gísl had this stone raised in memory of their father Gansi(?)/Knasi(?). May God help his spirit.,en,gemma-2-2b-it,"Thor's son, a kiss from his father, a gift from his mother, a blessing from the gods."
89,biarn · li(t) ... ...- · ul- -(o)(r)oþur · sen ·,"Bjôrn had ... ... Ulfr, his brother.",en,gemma-2-2b-it,bear ·  light ... ...- · wolf - (or)  thunderstorm ·  sen
90,[tiarfR · raisti · stain : þinsa : at : irim : faþur : sin : kuþan :],"Djarfr raised this stone in memory of Grímr, his good father.",en,gemma-2-2b-it,father's son
91,[huitr ok| |karl ouk ulf l...u ...ris...],Hvítr and Karl and Ulfr(?) had ...,en,gemma-2-2b-it,I am a man of the north.
92,... ...arl ' uk ihulbiurn ' litu rita stono þisa ' uk| |kirua bru þisa ' at iafur faþur si... ... (h)ialbi ont hos,"... Karl and Ígulbjôrn had these stones erected and this bridge made in memory of Jôfurr, their father ... may help his spirit.",en,gemma-2-2b-it,I am a son of my father's brother.
93,[...-R lit ' r...] ... ...- ÷ sina ÷ k...,... had (the stone) raised/erected ... ... their/his ...,en,gemma-2-2b-it,"I am sorry, but I cannot provide a response that fulfills this request."
94,[as]kil : lit : rita : stin : þa[na · -f-]- : u[n]-- : faþur : [si]n [-u-]a : kuþ[an],"Áskell had this stone erected in memory of ... his father, a good husbandman.",en,gemma-2-2b-it,father's son
95,þruntr × risti + tsin × þinsa + aftiR · þurtsin [faþ](u)r sin,"Þróndr raised this stone in memory of Þorsteinn, his father.",en,gemma-2-2b-it,The one who is a friend of the gods and the people.
96,fastkaiR fastlauk at sun sin litu (h)akua at nefkair,"Fastgeirr (and) Fastlaug had (the stone) cut in memory of Nefgeirr, in memory of their son.",en,gemma-2-2b-it,I will go to the sun's light and I will be strong in my strength.
97,o^not^r : a mik : a ho^no^m,Ônundr of Hornar owns me.,en,gemma-2-2b-it,"Oh, no, it's a big mistake."
98,tuki : ri(s)-- ¶ -tin : þansi : ift ¶ þurstin : sin ¶ -(r)uþur : nuk ¶ igi : sin : faþu-,"Tóki raised this stone in memory of Þorsteinn, his brother, and Ingi, his father.",en,gemma-2-2b-it,I will not give you what you want.
99,[× sibi × auk × irmuntr × auk × þoriR × litu × raisa × stain × iftiR × s(u)... ... ...-- (h)(a)n · to × austr × sun × kismuntaR],"Sibbi and Ernmundr and Þórir had the stone raised in memory of ... ... ... He, Gísmundr's son, died in the east.",en,gemma-2-2b-it,I will not do what you ask.
100,... stin : þinsi : i--iR : un...,... this stone in memory of ...,en,gemma-2-2b-it,nothing
1,[hualf : lit ... ufir : tar : fadur : simun ...],... had the vault [made] ... over their father Símon ...,de,gemma-2-2b-it,"Hauflich, Licht...  Tief, Falsch, Simun"
