Sample_ID,Source,Reference,Target_Language,Model,Prediction
18,× iarlibaki × lit × raisa × stan + þina × a... ... ...kuan + han × ati ain × tabu × alan × -... ... ont hans + §B × iarlabaki × lit raisa × stain × þin- at sik kuikuan × auk × þinkstaþ × þina × karþi + auk × ain ati + alt hu-(t)ari × þita +,"Jarlabanki had this stone raised in memory of himself while alive. He alone owned all of Tábýr. May God help his spirit. §B Jarlabanki had this stone raised in memory of himself while alive, and made this Assembly-place, and alone owned all of this Hundred.",en,qwen3.5-0.8B-ft_en,Jarlebiaki had the stone raised in memory of ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ...
19,--- ¶ akla + kala + laka + ¶ --o-imi(k)(l)(i)(i),"... agla gala laga ('agla' = Thou art strong in eternity, Lord) ...",en,qwen3.5-0.8B-ft_en,... ... ... ... ...
20,$M auæ : ma^ria : gra^kia : plena ...,$M Hail Mary full of grace ...,en,qwen3.5-0.8B-ft_en,"$M Auæ, mother of the good, ..."
21,× kaR : reþi sin : eti : bui : uiburk uaR : muþR : snuR : fatriþ : ----,Geirr erected the stone in memory of Búi. Vébjôrg was (his) mother. [Was his] daughter-in-law Fastríð(?) ...,en,qwen3.5-0.8B-ft_en,"Gorer had this stone cut in memory of Búvarr, his brother."
22,× [ul]fr [× a... ... -nk]imunt[r × au]k × [ai]... ... ...(n) × i... ...,Ulfr and ... Ingimundr and Ei-... ... the stone(?) in memory of(?) ...,en,qwen3.5-0.8B-ft_en,Ulfrr(?) ... ...
23,÷ felleg : er : fuþ : sin : bylli §B ÷ fuþorg lbasm,"Monstrous is the cunt, may the penis serve. §B Cunt-perverse/nymphomania ...",en,qwen3.5-0.8B-ft_en,"Fellgeir and Fyðr, they were the sons of Bjöll. §B Fyðr's leg was broken."
24,fuþorkhfuþorkh fuþorkhfuþorkhfuþorkhfuþorkhfuþorkh fuþorkhfuþorkhfuþorkhfuþorkhfuþork fuþorkhfuþorkhfuþork fuþorkhfuþorkhfuþorkhfu fuþorkhfuþorkhfuþork,<fuþork fuþork fuþork fuþork fuþork fuþork>,en,qwen3.5-0.8B-ft_en,"Fyðrógri, Fyðrógri, Fyðrógri, Fyðrógri, Fyðrógri, Fyðrógri, Fyðrógri, Fyðrógri, Fyðrógri, Fyðrógri, Fyðrógri, Fyðrógri, Fyðrógri, Fyðrógri, Fyðrógri, Fyðrógri, Fyðrógri, Fyðrógri, Fyðrógri, Fyðrógri, Fyðrógri, Fyðrógri, Fyðrógri, Fyðrógri, Fyðrógri, Fyðrógri, Fyðrógri, Fyðrógri, Fyðrógri, Fyðrógri, Fyðrógri, Fyðrógri, Fyðrógri, Fyðrógri, Fyðrógri, Fyðrógri, Fyðr"
25,asm(u)(t)(r) · auk · þeR · bruþr · restu · sten · þani · eftiR · sarta · faþur · sia ·,"Ásmundr and his brothers raised this stone in memory of Svarti, their father.",en,qwen3.5-0.8B-ft_en,"Asmundr and Þorbjôrn raised the stone in memory of Sætrr, their father."
26,... ...- (:) rista : s(i)tn : þisa : e(f)(t)ir : asu : muþur : sin...,"... ... (had) this stone carved in memory of Ása, his mother.",en,qwen3.5-0.8B-ft_en,... raised this stone in memory of ...
27,(k)iæte guþ þes er k o^(l)ma^þa,May God protect him whom I enraged.,en,qwen3.5-0.8B-ft_en,Gyðr is he who made.
28,þurfinr : r---- ----- : --n- : --... ... §B ...,Þorfinnr raised(?) the stone(?) in memory of(?) ... §B ...,en,qwen3.5-0.8B-ft_en,Þorfinr raised ...
29,$M ÷ bo--- : oka...-...s(a)rfa : h-- : l-t : (h)-ga : hina : stan : yvir : (b)udaitu : af hah:h-b- k : til : aukarsarfa + ta en : iak : uar · (s)krivaþ : (t)a uar : (h)ahal · sunudah:r · untir-aþr : b-imstafr ++ i tolf:te : r(a)(d)(u) taflu + betar · aukar·sarfa · han skr-if mik · amen ·,"$M Bót-... Auðgeirsarfr/Ocksarve(?) he/she had this stone cut over Bótheiðr(?) of Hagebýr and (owner of) Auðgeirsarfr/Ocksarve. When I was written, then Hail was the Sunday(-stave); Under-Man the Prime-stave in the twelfth row of the table. Pétar of Auðgeirsarfr/Ocksarve, he wrote me. Amen.",en,qwen3.5-0.8B-ft_en,"$M Boðvæsi, my son, he had this stone raised in memory of Óðr, his brother, and in memory of the great and good."
30,[iufur · r... stan · aftir · fuluka · faþur · sin],"Jôfurr raised the stone in memory of Fullugi, his father.",en,qwen3.5-0.8B-ft_en,"... in memory of fullaka, his father."
31,kuþa : risþi : stin : þansi : auft¶(i)R : þurbiurn : buta : sin : ¶ miuk : kuþan : þikn : ian ¶ þurþr : rist : runaR ¶ þasi,"Gyða raised this stone in memory of Þorbjôrn, her husbandman, a very good þegn. And Þórðr carved these runes.",en,qwen3.5-0.8B-ft_en,"Gott, the stone in the north, in the place of Þorbjôrn, his brother, and in the place of Gutt, he ran."
32,+ sinkR : let --... ... ... eftiR : friþelfi : kunu : sina : kuþ hialbi : sialu [h]inaR,"Sínkr had ... ... ... in memory of Friðelf, his wife. May God help her soul.",en,qwen3.5-0.8B-ft_en,"Sinkr had this ... ... and Friðelfr, his son, cut this stone in memory of Guð, his brother."
33,eskil : sulka : sun : let : res(a) ¶ sten : þena : eft : sialfan ¶ sik · e mun · stanta · meþ · sten ¶ lifiR · uitrint · su · iaR · uan · eskil §B kristr · hialbi · siol · hans ¶ aok · santa · migael §C toki · risti · runaR · e(f)(t)(i)(R) (·) -(o)ru · ¶ stiubmoþur · sina · kunu · koþa,"Áskell, Súlki's son, had this stone raised in memory of himself. Ever will stand, while the stone lives, this memento, which Áskell produced. §B May Christ and Saint Michael help his soul. §C Tóki carvedthe runes in memory of Þóra, his stepmother, a good wife.",en,qwen3.5-0.8B-ft_en,"Eskil and Sulei, and the sun, let their stone be raised in memory of Sialfann, their son. May God help us and God's spirit. §B Kristr, Halbi, and Sól, their sons. May God help us and God's spirit. §C Tóki, the ruler, run in memory of Steinnmóðr, his son."
34,$M ... ...r øssur : asbiæ?na^r s^on(·),$M ... rests/in memory(?) of Ôssurr Ásbjôrn's son.,en,qwen3.5-0.8B-ft_en,$M ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ...
35,... [+ faslaug :] þaun : [hion × litu : i]ftiR · þial[fa : sun s]...,"... (and) Fastlaug, the married couple, had (the stone raised) in memory of Þjalfi, their son.",en,qwen3.5-0.8B-ft_en,... ... ... ... ...
36,[aimuntr : let ... ... (k)uþ salu · ha...],Eimundr had ... May God help his soul.,en,qwen3.5-0.8B-ft_en,"Ámundr, let ... ... ..."
37,þuri ÷ auk frystain ' litu raisa stain iftiR ' þurstain broþur sin,"Þórir and Freysteinn had the stone raised in memory of Þorsteinn, their brother.",en,qwen3.5-0.8B-ft_en,"Þóvi and Fræstjón had this stone raised in memory of Þórustjón, their brother."
38,gya : sæhir : at þu : kak hæim §B þa^nsak : a^b(a)kista^n : rþis,Gyða says that you should go home. §B ... ... ...,en,qwen3.5-0.8B-ft_en,"Gygi, you and Kækk, §B Þónsak, and Ræti."
39,þurkiR · auk · uri · þaiR · raistu · staina · at · ulaif · faþur · sin : auk : at · suain · bruþur sin ·,"Þorgeirr and Orri, they raised the stones in memory of Óleifr, their father and in memory of Sveinn, their brother.",en,qwen3.5-0.8B-ft_en,"ÞorgiR and Uri, they raised the stone in memory of Ulfi, their father, and in memory of Sveinn, their brother."
40,(h)agormr hialgar-r (l)i-unski-l-... §B ... þunt bloþ or rin or æ-r : bloþ or : rin or æ--,"Hagormr(?), ... ... §B ... thin blood, run out, out of ... blood, run out, out of ...",en,qwen3.5-0.8B-ft_en,"Hagormr and Hjalgrær, ... §B ... Þunt, or Rinn, or Är, ..."
41,alfkil ÷ uk ÷ hns ÷ suniR ÷ risþu : stin : þansi : ift : ¶ · mana : sin : frinta : þans × uas · lantirþi ÷ kitils ÷ þis ÷ ¶ nuruna ÷,"Alfkell and his sons raised this stone in memory of Manni, their kinsman, who was Ketill the Norwegian's estate-steward.",en,qwen3.5-0.8B-ft_en,"Alfkiell and Hnssr, they had this stone raised in memory of Franti, their father."
42,× þeiR bryþr × reistu × kubl × þia × eftiR × sustur ×× sina × afriþi × auk × eftR × suein × faþur × sin × koþan ×,"These brothers raised these monuments in memory of their sister, Áfriðr, and in memory of Sveinn, their good father.",en,qwen3.5-0.8B-ft_en,"Þeir brought the stone in memory of Sveinn, their father, who had died."
43,× kut × raisti × ifti × skara × sun sin × anun × hiu × siþu,"Gautr raised (the stone) in memory of Skeri/Skari, his son. Ônundr cut the side.",en,qwen3.5-0.8B-ft_en,"Gottræi, they have carved the stone in memory of Ánn, their husbandman."
44,(s)(a)- riti sanat kaolu a^mn -... §AQ (s)(a)- rit is anat i saolu a^mn -... §AR (s)(a)- riti| |is a| |an ati saolu a^mn -... §B a(i)kua(i)tu,... by writing heals the crazy woman. Amen ... §AQ ... writing is something different in the soul. Amen ... §AR let ... write who owns and experienced happiness/luck. Amen ...,en,qwen3.5-0.8B-ft_en,"Sætr had the land, and the men ... §AQ Sætr had the land, and the men ... §AR Sætr had the land, and the men ... §B Akiðvatir"
45,... ...-þan × isun × isRn × bRkia nu × kuþ il×... ... §Q ... ...-þan × isun × isRn × bRkia nu × kuþ il×... ...,"... good(?), his(?) son(?). Now(?) (they) pray(?) to God(?) to help(?) ... §Q ... (the) good(?) son of them both. Now God may help(?) ...",en,qwen3.5-0.8B-ft_en,... ...-þan ... ... ... ... ... ... ... ... ... ...
46,$M §A spyr actriþi h-... §B --- act -...,$M §A Ask Ástríðr ... §B ... love ...,en,qwen3.5-0.8B-ft_en,"$M §A Spyr, the architect(?) ... §B ..."
47,$U §P -uþaþit-ih -ilald (t)-uiuu-(t)w- §Q a^luþa þit (s)i huilalda^| |^aï uiu u(e)a aþa^l,$U §P ... artifact ... §Q Of the ale this will be the resting-people’s (= the deads’): (for?) ever I sanctify abode of the gods.,en,qwen3.5-0.8B-ft_en,"$U §P -væti- ... ... ... §Q Állvæti, heilalda, heilalda, heilalda."
48,÷ uesti : auk : iuar : auk : s(u)[lfa :] (b)ruþr : þriR : karþu : bru : þasi : (a)uk : satu : stein : þana : eftiR : þialfa : faþur : [sin],"Véseti and Ívarr/Jóarr and Sylfa, the three brothers made this bridge and placed this stone in memory of Þjalfi, their father.",en,qwen3.5-0.8B-ft_en,"Vesti and Ivar and Sveilfa, their brothers, carved this stone in memory of Þialfa, their father."
49,: hragli : auk : alkisl : satu : stin : þesi : eftR : serla : faþur : sin,"<hragli> and Algísl placed this stone in memory of Særli, their father.",en,qwen3.5-0.8B-ft_en,"Hraugli and Alkisl, they had this stone raised in memory of Sveili, their father."
50,...- : kuþ-... ...-u · ...,... ... ... ...,en,qwen3.5-0.8B-ft_en,... ... ... ... ... ... ...
51,[iufur · uk stoþbiarn · litu ... ... ...kifast · faþur · sin ×],"Jôfurr and Stóðbjôrn had ... in memory of Ingifastr, their father.",en,qwen3.5-0.8B-ft_en,Ivofr and Steðbjôrn had this stone raised ...
52,: haraltr : kunukR : baþ : kaurua ¶ kubl : þausi : aft : kurm faþur sin ¶ auk aft : þourui : muþur : sina : sa ¶ haraltr (:) ias : soR · uan · tanmaurk §B ala · auk · nuruiak §C (·) auk t(a)ni (k)(a)(r)(þ)(i) kristno,"King Haraldr ordered these monuments made in memory of Gormr, his father, and in memory of Þyrvé, his mother; that Haraldr who won for himself all of Denmark §B and Norway §C and made the Danes Christian.",en,qwen3.5-0.8B-ft_en,"Haraldr and Gunnr, they had the stone cut in memory of Guðr, their father. May God help them. Haraldr, in memory of the son. §B Alá, in memory of Norvåg. §C Alá, in memory of Kristnó."
53,+ esse krusem tomi¶ni : fugite pa^rtes ¶ at^uerse uisit le(o) ¶ te t^ribu iuta -----... ----... ¶ kua(t)^uo^r gra^na in pen¶talum in--... ¶ fo(n)te t^utit : ¶ aaron : iesus + §B -(o)hannes ¶ ma^rkus ¶ maþeus ¶ lukas §C -a^gla al¶pha et ¶ o + - :,"Behold the cross of the Lord; flee, you hostile powers. The lion of the tribe of Juda, the root of David, has conquered. Four letters on the forehead-plate that Aaron bore on his forehead, Jesus. §B John, Mark, Matthew, Luke. §C Agla. Alpha and Omega ...",en,qwen3.5-0.8B-ft_en,"Ese, Krusem, gave the money to you, and you had it in your hands. ... ... ... ... ..."
54,[suth]i auk · iki[fastr · litu] rita [stai]n ' iftiR × ikalt ' uk ' (f)[tiR ikhu]ar · fe[þr si]na · kuþa · i,"Sóti and Ingifastr had the stone erected in memory of Ingjaldr and in memory of Ingvarr, their good fathers ...",en,qwen3.5-0.8B-ft_en,"Sóðr's eye, Ikefastr's tongue, Steinn's heart, and Ígallr's (eyes) and her (eyes) heart."
55,... ...þi : stin : þa...- · -...,... raised this stone ...,en,qwen3.5-0.8B-ft_en,... raised this stone ...
56,+ ka^ute : tie · kinit^r · suermo: in·mokulata · ga^ute §B k-- ... §C ga^ute : kue : genuisti : eterni · lumi(n)- §D k[l]-... ...,"Rejoice, Mother of God, immaculate Virgin, rejoice §B ... §C Rejoice, Thou who created clarity from eternal light §D ...",en,qwen3.5-0.8B-ft_en,"Gauti and Gintir, their son, and Gauti, §B ... §C ... §D ..."
57,[rahnfriþr · lit rt stain þino ' aftiR biurno sun þaiRa kitilmuntaR ' hon ' fil a urlati ' kuþ hialbi hons ant auk| |kuþs muþiR ' osmunr mar'kaþi runaR ritar],"Ragnfríðr had this stone erected in memory of Bjôrn, her son and Ketilmundr's. He fell in Virland. May God and God's mother help his spirit. Ásmundr marked the right runes.",en,qwen3.5-0.8B-ft_en,"Ragnfríðr had the stone raised in memory of Bjôrn, his son, and Ketilmunt's father, who was a good man and a good husbandman. He had the runes carved."
58,... ...isa · sti- ... -t · su... ...,... raised the stone ... in memory of the son ...,en,qwen3.5-0.8B-ft_en,... he has ...
59,kunuar : resþi : stin : þani : eftiR : kana : bunta : sin : þegn harþa kuþan,"Gunnvôr raised this stone in memory of Kani, her husbandman, a very good Þegn.",en,qwen3.5-0.8B-ft_en,"Gunnvarr raised this stone in memory of Gana, his brother. May God help his spirit."
60,...[-n · sin +] sun + hulmfas--/hulmfas--... ... kuþ + hialbi + ant hans +,"... his, Holmfastr's son ... May God help his spirit.",en,qwen3.5-0.8B-ft_en,"... in the sun, Hulmfastr and Hulmfastr ... May God help his heart."
61,· aystin · auk · astriþr · raistu · stina · aftir · kak · sun · sin ·,"Eysteinn and Ástríðr raised the stones in memory of Kagr(?)/Gagr(?), their son.",en,qwen3.5-0.8B-ft_en,Ásteinn and Ásteðr had this stone raised in memory of their father.
62,akuti + auk + osur + auk × biaurn × rastu × stain × (þ)[ina × afti](r) × nuka × trihk + kuþan ×,"Ágoti and Ôzurr and Bjôrn raised this stone in memory of Nokki, a good valiant man.",en,qwen3.5-0.8B-ft_en,"Ákvi and Ósvir and Bjaðir had the stone raised in memory of Njôk, their brother."
63,ingibiorh · hin fahra · æhkia §B môrhk · kona · hæfer · faret · lu(t) in her mihgil oflate §C ærlikr,"Ingibjôrg, the fair widow. §B Many a wife has travelled stooping in here. A great show-off. §C Erlingr",en,qwen3.5-0.8B-ft_en,"Ingibóðr had this stone in memory of Mórhjôrn, his father. He had made the monument in memory of Árlíkr."
64,... -it : tafast : rista : runir,... had Tafeistr to carve the runes.,en,qwen3.5-0.8B-ft_en,"... had the stone raised in memory of Rista, the rune-carver."
65,†$ [bariRþ ÷ riti stain ÷ þina ÷ aftiR un ÷ ... bruþur sin ÷ han uas| |sun : arinbiarnaR a-þuaun-ua-sun ÷ ial-i (k)u(þ) ant unaR],†$ <bariRþ> erected this stone in memory of Unn his brother. He was Arinbjôrn's son ... May God help Unn's spirit.,en,qwen3.5-0.8B-ft_en,"Þori Þori, the stone was raised in memory of ... his brother, he was a good man."
66,... × kumbl × aiftiR ... ...-str auk × s...-ta × ...,... the monument(s) in memory of ... Christ and Saint ...,en,qwen3.5-0.8B-ft_en,... kept the gift(?) in memory of ... ...
67,ali · auk · karli · risþu · stin · þansi · stin · þansi · iftiR · firist(i)n · faþur · sin · miuk · kuþan þikn,"Áli/Alli and Karli raised this stone [this stone] in memory of Freysteinn, their father, a very good Þegn.",en,qwen3.5-0.8B-ft_en,"Alí and Karli raised this stone in memory of their father, Frísteinn, their mother. May God help their souls."
68,kuþfastr aok ' þorontr ' litu rita sten ' eftiR ' faþur sin ' hals ' ok frykuþr ' yftiR ' bonta sin ' þorþr : hiak · runar · þisar ' ual,Guðfastr and Þróndr had the stone erected in memory of their father Hals; and Freygunnr in memory of her husbandman. Þórðr cut these runes well.,en,qwen3.5-0.8B-ft_en,"Guðfastr and Þorðr had the stone erected in memory of Þorðr's husbandman, and in memory of Þorðr's wife. They had run."
69,ikib(i)rn : ak : þiR : bryþr : litu : risa : stin : þina : a(t) : ikhul : faþur : sin : (k)uþ : hilbi : anta : hns bt(r) : þin : (h)-(n) : (h)--... ...- : -(a)(r)- : --...---- : (r)isti : runaR · þasi,"Ingibjôrn and his brothers had this stone raised in memory of Ígull, their father. May God help his spirit better than he has deserved. Tíðkumi carved these runes.",en,qwen3.5-0.8B-ft_en,"Eikibrunr and Bryðr had the stone raised in memory of Ingjôllr, their father. He was a good man. He was a good man."
70,· kalmi : risþi : stin : þena : eftiR : helka : sun : sin : iaR : turknaþi :,"Gamli(?)/Galmi(?) raised this stone in memory of Helgi, his son, who drowned.",en,qwen3.5-0.8B-ft_en,"Gámli raised the stone in memory of Helga, her son, and in memory of Torgnaðr."
71,· þura · sati · stin · þasi · aftiR · suin · sun · sin · Rs · uRstr · o · ualu,"Þóra placed this stone in memory of Sveinn, her son, who died in the west in <ualu>.",en,qwen3.5-0.8B-ft_en,"Þórvi, he had the stone raised in memory of Sveinn, his son. Rsa- ..."
72,hulmstain · auk · uikuþr · þaun · litu · raisa · stain · eftiR · sun · henaR · auk · uihialmr iftiR inkifast ·,"Holmsteinn and Végunnr, they had the stone raised in memory of her son, and Véhjalmr/Víghjalmr in memory of Ingifastr.",en,qwen3.5-0.8B-ft_en,"Hulmsteinn and Viðr, they raised this stone in memory of their father, Viðhjálmr, their father."
73,...li : lit : resa : eftiR : f...,... had ... raised in memory of ...,en,qwen3.5-0.8B-ft_en,... had the stone raised in memory of ...
74,sua ai ÷ titultitul ¶ fuþorkhniastbmlR §B huaR is i : alisti osa : huaR is (:) ¶ uifrþuR : karþi : afr aft asini fauþr ¶ kul:finR : fal(s) : taitirunoR ' u ¶ (a)iuinrunoR : sulialta : huaR : ? ¶ utu ÷ tuuut bilikikR : tuR ra(k)(i) ¶ (t)(u)(l)i,"Thus ever(?) ... <fuþorkhniastbmlR> §B Who is(?) ... ... Æsir's, who is Véfriðr /Véfrøðr made ... in memory of ... father. Kolfinnr/Gullfinnr concealed runes of gladness and runes of eternal friendship ... who ... ... ... ... ... ... Tuli/Tóli.",en,qwen3.5-0.8B-ft_en,"Sveinn, the father of the father of the father of the father of the father of the father of the father of the father of the father of the father of the father of the father of the father of the father of the father of the father of the father of the father of the father of the father of the father of the father of the father of the father of the father of the father of the father of the father of the father of the father of the father of the father of the father of the father of the father of the father of the father of the father of the father of the father of the father of the father of the father of the father of the father of the father of the father of the father of the father of the father of the father of the father of the father of the father of the father of the father of the father of the father of the father of the father of the father of the father of the father of the father of the father of the father of the father of the father of the father of the father of the father of the father of the father of the father of the father of the father of the father of the father of the father of the father of the father of the father of the father of the father of"
75,÷ salsi karþi sul ÷ D ÷ skut- - þ--a hiu ×,Sôlsi(?) made(?) the sun(?). Dagr(?) cut(?) this(?) on the cliff-face.,en,qwen3.5-0.8B-ft_en,"Sælsi carved this stone, and he cut it."
76,: asmuhtr : auk : fraybiurn · litu kera : meki · siRun · at · herbiurn · faþur : sin :,"Ásmundr and Freybjôrn had the rune-decorated landmark made in memory of Herbjôrn, their father.",en,qwen3.5-0.8B-ft_en,"Asmundr and Fræybjôrn had the stone raised in memory of Hræbjôrn, their father."
77,kuni lit rista runaR þisar eftR sik · kuikhan þurhkutr · risti runa þisar fots arfi,"Gunni had these runes carved in memory of himself while alive. Þorgautr, Fótr's heir, carved these runes.",en,qwen3.5-0.8B-ft_en,"Gunnr had the runes carved in memory of Guikhan, the good husbandman. He carved the runes in memory of his wife."
78,hulm(k)iR · auk · labus · auk · lafsi · þaiR · litu · raisa stain · at aib-rn · faþur sin koþan · ...t...,"Holmgeirr and <labus> and Lafsi, they had the stone raised in memory of Eibjôrn, their good father ...",en,qwen3.5-0.8B-ft_en,"Hulm(?) and Labus and Lafsi(?) and Ljôr(?) raised this stone in memory of their father, ..."
79,†M [pær krusis ok sihnum : fgiaþ : ¶ : prokul : omne : malihnum +],†M With this sign of the cross will all evil flee far away.,en,qwen3.5-0.8B-ft_en,"†M Þorsteinn and Sigmundr and Þorsteinn, and all the malihnum."
80,la-rans : gierþi : s[t]ai(n) : (þ)-,Lafranz made this stone.,en,qwen3.5-0.8B-ft_en,"Lágrann, Geirðr, she is ..."
81,... ...ta · stiu(b) · (s)in · ha- ...,"... ..., his/her step(-son). He ...",en,qwen3.5-0.8B-ft_en,... ... ... ... ...
82,[tora · lit · raisa · sti]n [· þina · i]ftiR · rolif · sun · sin · kuþ · hialbi · ant [· hans fotr · risti ·],"Tóra had this stone raised in memory of Hróðleifr, her son. May God help his spirit. Fótr carved.",en,qwen3.5-0.8B-ft_en,"Tora had raised this stone in memory of Rolf, his son, and in memory of Hans, his brother."
83,ma^ria : mika(l) ¶ a mik br(i)kil ¶ torir §Q ma^ria : mika(i) ¶ a mik brakil ¶ torir,"Mary, Mikjáll owns me, Brigit(?). Þórir. §Q Mary, Mikjáll! Brakil/Brigit owns me. Þórir.",en,qwen3.5-0.8B-ft_en,"Margei and Mikael, my brother. §Q Margei and Mikael, my brother."
