Sample_ID,Source,Reference,Target_Language,Model,Prediction
19,--- ¶ akla + kala + laka + ¶ --o-imi(k)(l)(i)(i),"... agla gala laga ('agla' = Thou art strong in eternity, Lord) ...",en,qwen3.5-0.8B-ft_multi-lang_20_epochs,... ... ... ...
20,$M auæ : ma^ria : gra^kia : plena ...,$M Hail Mary full of grace ...,en,qwen3.5-0.8B-ft_multi-lang_20_epochs,$M Ave Maria gratia plena ...
21,× kaR : reþi sin : eti : bui : uiburk uaR : muþR : snuR : fatriþ : ----,Geirr erected the stone in memory of Búi. Vébjôrg was (his) mother. [Was his] daughter-in-law Fastríð(?) ...,en,qwen3.5-0.8B-ft_multi-lang_20_epochs,"Kári/Kárr raised (the stone) in memory of Búi/Bývé, (his) husbandman, son of Fatri ..."
22,× [ul]fr [× a... ... -nk]imunt[r × au]k × [ai]... ... ...(n) × i... ...,Ulfr and ... Ingimundr and Ei-... ... the stone(?) in memory of(?) ...,en,qwen3.5-0.8B-ft_multi-lang_20_epochs,Ólafr and ... and ... ... ... ... ... ...
23,÷ felleg : er : fuþ : sin : bylli §B ÷ fuþorg lbasm,"Monstrous is the cunt, may the penis serve. §B Cunt-perverse/nymphomania ...",en,qwen3.5-0.8B-ft_multi-lang_20_epochs,... ... his good ... §B <fuþorg> <lbasm>
24,fuþorkhfuþorkh fuþorkhfuþorkhfuþorkhfuþorkhfuþorkh fuþorkhfuþorkhfuþorkhfuþorkhfuþork fuþorkhfuþorkhfuþork fuþorkhfuþorkhfuþorkhfu fuþorkhfuþorkhfuþork,<fuþork fuþork fuþork fuþork fuþork fuþork>,en,qwen3.5-0.8B-ft_multi-lang_20_epochs,... ... ... ... ... ... ... ... ... ... ...
25,asm(u)(t)(r) · auk · þeR · bruþr · restu · sten · þani · eftiR · sarta · faþur · sia ·,"Ásmundr and his brothers raised this stone in memory of Svarti, their father.",en,qwen3.5-0.8B-ft_multi-lang_20_epochs,"Ásmundr and his brothers raised this stone in memory of Sarfi/Sarfi, their father."
26,... ...- (:) rista : s(i)tn : þisa : e(f)(t)ir : asu : muþur : sin...,"... ... (had) this stone carved in memory of Ása, his mother.",en,qwen3.5-0.8B-ft_multi-lang_20_epochs,"... had this stone raised in memory of Ása, his mother."
27,(k)iæte guþ þes er k o^(l)ma^þa,May God protect him whom I enraged.,en,qwen3.5-0.8B-ft_multi-lang_20_epochs,May God protect this good man.
28,þurfinr : r---- ----- : --n- : --... ... §B ...,Þorfinnr raised(?) the stone(?) in memory of(?) ... §B ...,en,qwen3.5-0.8B-ft_multi-lang_20_epochs,Þorfinr raised ... ... ... §B ...
29,$M ÷ bo--- : oka...-...s(a)rfa : h-- : l-t : (h)-ga : hina : stan : yvir : (b)udaitu : af hah:h-b- k : til : aukarsarfa + ta en : iak : uar · (s)krivaþ : (t)a uar : (h)ahal · sunudah:r · untir-aþr : b-imstafr ++ i tolf:te : r(a)(d)(u) taflu + betar · aukar·sarfa · han skr-if mik · amen ·,"$M Bót-... Auðgeirsarfr/Ocksarve(?) he/she had this stone cut over Bótheiðr(?) of Hagebýr and (owner of) Auðgeirsarfr/Ocksarve. When I was written, then Hail was the Sunday(-stave); Under-Man the Prime-stave in the twelfth row of the table. Pétar of Auðgeirsarfr/Ocksarve, he wrote me. Amen.",en,qwen3.5-0.8B-ft_multi-lang_20_epochs,$M ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... Amen.
30,[iufur · r... stan · aftir · fuluka · faþur · sin],"Jôfurr raised the stone in memory of Fullugi, his father.",en,qwen3.5-0.8B-ft_multi-lang_20_epochs,"Jôfurr raised the stone in memory of Fullugi, his father."
31,kuþa : risþi : stin : þansi : auft¶(i)R : þurbiurn : buta : sin : ¶ miuk : kuþan : þikn : ian ¶ þurþr : rist : runaR ¶ þasi,"Gyða raised this stone in memory of Þorbjôrn, her husbandman, a very good þegn. And Þórðr carved these runes.",en,qwen3.5-0.8B-ft_multi-lang_20_epochs,"Guðr? raised this stone in memory of Þorbjôrn, her husbandman, a very good Þegn. Jóhan the Þorðr carved these runes."
32,+ sinkR : let --... ... ... eftiR : friþelfi : kunu : sina : kuþ hialbi : sialu [h]inaR,"Sínkr had ... ... ... in memory of Friðelf, his wife. May God help her soul.",en,qwen3.5-0.8B-ft_multi-lang_20_epochs,"Sankir had ... ... in memory of Freyðleifr, his wife. May God help their souls."
33,eskil : sulka : sun : let : res(a) ¶ sten : þena : eft : sialfan ¶ sik · e mun · stanta · meþ · sten ¶ lifiR · uitrint · su · iaR · uan · eskil §B kristr · hialbi · siol · hans ¶ aok · santa · migael §C toki · risti · runaR · e(f)(t)(i)(R) (·) -(o)ru · ¶ stiubmoþur · sina · kunu · koþa,"Áskell, Súlki's son, had this stone raised in memory of himself. Ever will stand, while the stone lives, this memento, which Áskell produced. §B May Christ and Saint Michael help his soul. §C Tóki carvedthe runes in memory of Þóra, his stepmother, a good wife.",en,qwen3.5-0.8B-ft_multi-lang_20_epochs,"Áskell, Sulka's son, had this stone raised in memory of himself. He was a faithful man to the stone. Lífir(?) was the son. §B May Christ and Santa give his soul. §C Tóki carved the runes in memory of Órðr, his stepmother, a good husbandman."
34,$M ... ...r øssur : asbiæ?na^r s^on(·),$M ... rests/in memory(?) of Ôssurr Ásbjôrn's son.,en,qwen3.5-0.8B-ft_multi-lang_20_epochs,"$M ... Ásbjôrn's son, Asbjôrn's son."
35,... [+ faslaug :] þaun : [hion × litu : i]ftiR · þial[fa : sun s]...,"... (and) Fastlaug, the married couple, had (the stone raised) in memory of Þjalfi, their son.",en,qwen3.5-0.8B-ft_multi-lang_20_epochs,"... (and) Faslaug, she had this stone cut in memory of Þjalfi, her son."
36,[aimuntr : let ... ... (k)uþ salu · ha...],Eimundr had ... May God help his soul.,en,qwen3.5-0.8B-ft_multi-lang_20_epochs,Eimundr had ... ... may help (his) soul.
37,þuri ÷ auk frystain ' litu raisa stain iftiR ' þurstain broþur sin,"Þórir and Freysteinn had the stone raised in memory of Þorsteinn, their brother.",en,qwen3.5-0.8B-ft_multi-lang_20_epochs,"Þórir and Freysteinn had the stone raised in memory of Þorsteinn, their brother."
38,gya : sæhir : at þu : kak hæim §B þa^nsak : a^b(a)kista^n : rþis,Gyða says that you should go home. §B ... ... ...,en,qwen3.5-0.8B-ft_multi-lang_20_epochs,This is the year I cut the runes. §B This is the year I carved this.
39,þurkiR · auk · uri · þaiR · raistu · staina · at · ulaif · faþur · sin : auk : at · suain · bruþur sin ·,"Þorgeirr and Orri, they raised the stones in memory of Óleifr, their father and in memory of Sveinn, their brother.",en,qwen3.5-0.8B-ft_multi-lang_20_epochs,"Þorgeirr and Orvi, they raised the stones in memory of Óleifr, their father, and in memory of Sveinn, their brother."
40,(h)agormr hialgar-r (l)i-unski-l-... §B ... þunt bloþ or rin or æ-r : bloþ or : rin or æ--,"Hagormr(?), ... ... §B ... thin blood, run out, out of ... blood, run out, out of ...",en,qwen3.5-0.8B-ft_multi-lang_20_epochs,"Hagarr, Hjalgarðr, Líunsgeirr ... §B ... may the good and holy God bless ... ... may the holy and good God bless ..."
41,alfkil ÷ uk ÷ hns ÷ suniR ÷ risþu : stin : þansi : ift : ¶ · mana : sin : frinta : þans × uas · lantirþi ÷ kitils ÷ þis ÷ ¶ nuruna ÷,"Alfkell and his sons raised this stone in memory of Manni, their kinsman, who was Ketill the Norwegian's estate-steward.",en,qwen3.5-0.8B-ft_multi-lang_20_epochs,"Alkil and his sons raised this stone in memory of Manni, their kinsman-by-marriage, who was killed with Ketillkr. This was the only heir."
42,× þeiR bryþr × reistu × kubl × þia × eftiR × sustur ×× sina × afriþi × auk × eftR × suein × faþur × sin × koþan ×,"These brothers raised these monuments in memory of their sister, Áfriðr, and in memory of Sveinn, their good father.",en,qwen3.5-0.8B-ft_multi-lang_20_epochs,"Þyðr the brother raised this monument in memory of his sister Þósrútr of Erlandr and in memory of Sveinn, her father, a good husbandman."
43,× kut × raisti × ifti × skara × sun sin × anun × hiu × siþu,"Gautr raised (the stone) in memory of Skeri/Skari, his son. Ônundr cut the side.",en,qwen3.5-0.8B-ft_multi-lang_20_epochs,"Gunnrðr raised (the stone) in memory of Skári, her son. Andôn cut."
44,(s)(a)- riti sanat kaolu a^mn -... §AQ (s)(a)- rit is anat i saolu a^mn -... §AR (s)(a)- riti| |is a| |an ati saolu a^mn -... §B a(i)kua(i)tu,... by writing heals the crazy woman. Amen ... §AQ ... writing is something different in the soul. Amen ... §AR let ... write who owns and experienced happiness/luck. Amen ...,en,qwen3.5-0.8B-ft_multi-lang_20_epochs,... erected the stone ... §AQ ... ... ... §AR ... ... ... §B ...
45,... ...-þan × isun × isRn × bRkia nu × kuþ il×... ... §Q ... ...-þan × isun × isRn × bRkia nu × kuþ il×... ...,"... good(?), his(?) son(?). Now(?) (they) pray(?) to God(?) to help(?) ... §Q ... (the) good(?) son of them both. Now God may help(?) ...",en,qwen3.5-0.8B-ft_multi-lang_20_epochs,... his father's(?) son. He is called <Briki>. May God help ... §Q ... his father's son. He is called <Briki>. May God help ...
46,$M §A spyr actriþi h-... §B --- act -...,$M §A Ask Ástríðr ... §B ... love ...,en,qwen3.5-0.8B-ft_multi-lang_20_epochs,$M §A Spyr(?) owns(?) ... §B ... owns ...
47,$U §P -uþaþit-ih -ilald (t)-uiuu-(t)w- §Q a^luþa þit (s)i huilalda^| |^aï uiu u(e)a aþa^l,$U §P ... artifact ... §Q Of the ale this will be the resting-people’s (= the deads’): (for?) ever I sanctify abode of the gods.,en,qwen3.5-0.8B-ft_multi-lang_20_epochs,$U §P ... ... ... §Q ... ... ... ... ...
48,÷ uesti : auk : iuar : auk : s(u)[lfa :] (b)ruþr : þriR : karþu : bru : þasi : (a)uk : satu : stein : þana : eftiR : þialfa : faþur : [sin],"Véseti and Ívarr/Jóarr and Sylfa, the three brothers made this bridge and placed this stone in memory of Þjalfi, their father.",en,qwen3.5-0.8B-ft_multi-lang_20_epochs,"Ásti and Jóarr and Solfa, three brothers, made this bridge and placed this stone in memory of Þjalfi, their father."
49,: hragli : auk : alkisl : satu : stin : þesi : eftR : serla : faþur : sin,"<hragli> and Algísl placed this stone in memory of Særli, their father.",en,qwen3.5-0.8B-ft_multi-lang_20_epochs,"Hragli and Alglíss placed this stone in memory of Særlí, their father."
50,...- : kuþ-... ...-u · ...,... ... ... ...,en,qwen3.5-0.8B-ft_multi-lang_20_epochs,... God ... ...
51,[iufur · uk stoþbiarn · litu ... ... ...kifast · faþur · sin ×],"Jôfurr and Stóðbjôrn had ... in memory of Ingifastr, their father.",en,qwen3.5-0.8B-ft_multi-lang_20_epochs,"Jôfurr and Stóðbjôrn had ... ... ... in memory of Ketifastr, their father."
52,: haraltr : kunukR : baþ : kaurua ¶ kubl : þausi : aft : kurm faþur sin ¶ auk aft : þourui : muþur : sina : sa ¶ haraltr (:) ias : soR · uan · tanmaurk §B ala · auk · nuruiak §C (·) auk t(a)ni (k)(a)(r)(þ)(i) kristno,"King Haraldr ordered these monuments made in memory of Gormr, his father, and in memory of Þyrvé, his mother; that Haraldr who won for himself all of Denmark §B and Norway §C and made the Danes Christian.",en,qwen3.5-0.8B-ft_multi-lang_20_epochs,"Haraldr, Gunnhildr's husbandman made these monuments in memory of Gormr, his father, and in memory of Þorvé, his mother. She was Haraldr's, the wife of Óðin, the priest. §B Áli and Norvégr. §C and Tani made the monument in memory of Christ."
53,+ esse krusem tomi¶ni : fugite pa^rtes ¶ at^uerse uisit le(o) ¶ te t^ribu iuta -----... ----... ¶ kua(t)^uo^r gra^na in pen¶talum in--... ¶ fo(n)te t^utit : ¶ aaron : iesus + §B -(o)hannes ¶ ma^rkus ¶ maþeus ¶ lukas §C -a^gla al¶pha et ¶ o + - :,"Behold the cross of the Lord; flee, you hostile powers. The lion of the tribe of Juda, the root of David, has conquered. Four letters on the forehead-plate that Aaron bore on his forehead, Jesus. §B John, Mark, Matthew, Luke. §C Agla. Alpha and Omega ...",en,qwen3.5-0.8B-ft_multi-lang_20_epochs,"This cross is made for the soul of Vésir, the son of the great-grandfather of the great-grandmother of the great-grandmother of the great-grandmother of the great-grandmother of the great-grandmother of the great-grandmother of the great-grandmother of the great-grandmother of the great-grandmother of the great-grandmother of the great-grandmother of the great-grandmother of the great-grandmother of the great-grandmother of the great-grandmother of the great-grandmother of the great-grandmother of the great-grandmother of the great-grandmother of the great-grandmother of the great-grandmother of the great-grandmother of the great-grandmother of the great-grandmother of the great-grandmother of the great-grandmother of the great-grandmother of the great-grandmother of the great-grandmother of the great-grandmother of the great-grandmother of the great-grandmother of the great-grandmother of the great-grandmother of the great-grandmother of the great-grandmother of the great-grandmother of the great-grandmother of the great-grandmother of the great-grandmother of the great-grandmother of the great-grandmother of the great-grandmother of the great-grandmother of the great-grandmother of the great-grandmother of the great-grandmother of the"
54,[suth]i auk · iki[fastr · litu] rita [stai]n ' iftiR × ikalt ' uk ' (f)[tiR ikhu]ar · fe[þr si]na · kuþa · i,"Sóti and Ingifastr had the stone erected in memory of Ingjaldr and in memory of Ingvarr, their good fathers ...",en,qwen3.5-0.8B-ft_multi-lang_20_epochs,"Sóti and Ingfast had the stone erected in memory of Ingaldr and (in memory of) Ingvarr, their good father."
55,... ...þi : stin : þa...- · -...,... raised this stone ...,en,qwen3.5-0.8B-ft_multi-lang_20_epochs,... placed this stone ...
56,+ ka^ute : tie · kinit^r · suermo: in·mokulata · ga^ute §B k-- ... §C ga^ute : kue : genuisti : eterni · lumi(n)- §D k[l]-... ...,"Rejoice, Mother of God, immaculate Virgin, rejoice §B ... §C Rejoice, Thou who created clarity from eternal light §D ...",en,qwen3.5-0.8B-ft_multi-lang_20_epochs,... ... ... ... ... ... §B ... ... §C ... §D ... ...
57,[rahnfriþr · lit rt stain þino ' aftiR biurno sun þaiRa kitilmuntaR ' hon ' fil a urlati ' kuþ hialbi hons ant auk| |kuþs muþiR ' osmunr mar'kaþi runaR ritar],"Ragnfríðr had this stone erected in memory of Bjôrn, her son and Ketilmundr's. He fell in Virland. May God and God's mother help his spirit. Ásmundr marked the right runes.",en,qwen3.5-0.8B-ft_multi-lang_20_epochs,"Ragnfríðr had this stone erected in memory of Bjôrn, her son. He was called Ketilmundr. He lived in Orlandi. May God and God's mother help his spirit. Ásmundr Mark's(?) brother carved the runes."
58,... ...isa · sti- ... -t · su... ...,... raised the stone ... in memory of the son ...,en,qwen3.5-0.8B-ft_multi-lang_20_epochs,... the stone raised in memory of ... ...
59,kunuar : resþi : stin : þani : eftiR : kana : bunta : sin : þegn harþa kuþan,"Gunnvôr raised this stone in memory of Kani, her husbandman, a very good Þegn.",en,qwen3.5-0.8B-ft_multi-lang_20_epochs,"Gunnvôr raised this stone in memory of Gani, his husbandman, a very good Þegn."
60,...[-n · sin +] sun + hulmfas--/hulmfas--... ... kuþ + hialbi + ant hans +,"... his, Holmfastr's son ... May God help his spirit.",en,qwen3.5-0.8B-ft_multi-lang_20_epochs,... his son Holmfastr/Hlúmfastr ... May God help his spirit.
61,· aystin · auk · astriþr · raistu · stina · aftir · kak · sun · sin ·,"Eysteinn and Ástríðr raised the stones in memory of Kagr(?)/Gagr(?), their son.",en,qwen3.5-0.8B-ft_multi-lang_20_epochs,"Eysteinn and Ástríðr raised the stones in memory of Kágr(?), their son."
62,akuti + auk + osur + auk × biaurn × rastu × stain × (þ)[ina × afti](r) × nuka × trihk + kuþan ×,"Ágoti and Ôzurr and Bjôrn raised this stone in memory of Nokki, a good valiant man.",en,qwen3.5-0.8B-ft_multi-lang_20_epochs,"Ingýti and Ásurr and Bjôrn raised this stone in memory of Nóki, a very good valiant man."
63,ingibiorh · hin fahra · æhkia §B môrhk · kona · hæfer · faret · lu(t) in her mihgil oflate §C ærlikr,"Ingibjôrg, the fair widow. §B Many a wife has travelled stooping in here. A great show-off. §C Erlingr",en,qwen3.5-0.8B-ft_multi-lang_20_epochs,"Ingbjôrg, he who made §B Mœrg's house, the great, spoke to me in her memory. I have placed you in the vault."
64,... -it : tafast : rista : runir,... had Tafeistr to carve the runes.,en,qwen3.5-0.8B-ft_multi-lang_20_epochs,... had the runes carved.
65,†$ [bariRþ ÷ riti stain ÷ þina ÷ aftiR un ÷ ... bruþur sin ÷ han uas| |sun : arinbiarnaR a-þuaun-ua-sun ÷ ial-i (k)u(þ) ant unaR],†$ <bariRþ> erected this stone in memory of Unn his brother. He was Arinbjôrn's son ... May God help Unn's spirit.,en,qwen3.5-0.8B-ft_multi-lang_20_epochs,"†$ Barriðr(?) erected this stone in memory of Unr(?), his brother. He was Arnbjôrn's son. He was the last of the ..."
66,... × kumbl × aiftiR ... ...-str auk × s...-ta × ...,... the monument(s) in memory of ... Christ and Saint ...,en,qwen3.5-0.8B-ft_multi-lang_20_epochs,... May God help (his) spirit ... ... and ...
67,ali · auk · karli · risþu · stin · þansi · stin · þansi · iftiR · firist(i)n · faþur · sin · miuk · kuþan þikn,"Áli/Alli and Karli raised this stone [this stone] in memory of Freysteinn, their father, a very good Þegn.",en,qwen3.5-0.8B-ft_multi-lang_20_epochs,"Áli and Karlí raised this stone in memory of Freysteinn, their father, a very good Þegn."
68,kuþfastr aok ' þorontr ' litu rita sten ' eftiR ' faþur sin ' hals ' ok frykuþr ' yftiR ' bonta sin ' þorþr : hiak · runar · þisar ' ual,Guðfastr and Þróndr had the stone erected in memory of their father Hals; and Freygunnr in memory of her husbandman. Þórðr cut these runes well.,en,qwen3.5-0.8B-ft_multi-lang_20_epochs,Guðfastr and Þorundr had the stone erected in memory of their father Hálsl; and Frýguðr in memory of her husbandman. Þórðr cut these runes well.
69,ikib(i)rn : ak : þiR : bryþr : litu : risa : stin : þina : a(t) : ikhul : faþur : sin : (k)uþ : hilbi : anta : hns bt(r) : þin : (h)-(n) : (h)--... ...- : -(a)(r)- : --...---- : (r)isti : runaR · þasi,"Ingibjôrn and his brothers had this stone raised in memory of Ígull, their father. May God help his spirit better than he has deserved. Tíðkumi carved these runes.",en,qwen3.5-0.8B-ft_multi-lang_20_epochs,"Ingibjôrn and his brothers had this stone raised in memory of Ígull, their father. May God help his spirit better than he deserved. He carved these runes."
70,· kalmi : risþi : stin : þena : eftiR : helka : sun : sin : iaR : turknaþi :,"Gamli(?)/Galmi(?) raised this stone in memory of Helgi, his son, who drowned.",en,qwen3.5-0.8B-ft_multi-lang_20_epochs,"Galmi raised this stone in memory of Helgi, his son, who was Danish."
71,· þura · sati · stin · þasi · aftiR · suin · sun · sin · Rs · uRstr · o · ualu,"Þóra placed this stone in memory of Sveinn, her son, who died in the west in <ualu>.",en,qwen3.5-0.8B-ft_multi-lang_20_epochs,"Þóra placed this stone in memory of Sveinn, her son. He was a warrior in Vali."
72,hulmstain · auk · uikuþr · þaun · litu · raisa · stain · eftiR · sun · henaR · auk · uihialmr iftiR inkifast ·,"Holmsteinn and Végunnr, they had the stone raised in memory of her son, and Véhjalmr/Víghjalmr in memory of Ingifastr.",en,qwen3.5-0.8B-ft_multi-lang_20_epochs,"Holmsteinn and Víghjalmr, they had the stone raised in memory of their two sons and Víghjalmr in memory of Ingifastr."
73,...li : lit : resa : eftiR : f...,... had ... raised in memory of ...,en,qwen3.5-0.8B-ft_multi-lang_20_epochs,... had (the stone) raised in memory of ...
74,sua ai ÷ titultitul ¶ fuþorkhniastbmlR §B huaR is i : alisti osa : huaR is (:) ¶ uifrþuR : karþi : afr aft asini fauþr ¶ kul:finR : fal(s) : taitirunoR ' u ¶ (a)iuinrunoR : sulialta : huaR : ? ¶ utu ÷ tuuut bilikikR : tuR ra(k)(i) ¶ (t)(u)(l)i,"Thus ever(?) ... <fuþorkhniastbmlR> §B Who is(?) ... ... Æsir's, who is Véfriðr /Véfrøðr made ... in memory of ... father. Kolfinnr/Gullfinnr concealed runes of gladness and runes of eternal friendship ... who ... ... ... ... ... ... Tuli/Tóli.",en,qwen3.5-0.8B-ft_multi-lang_20_epochs,... ... ... ... §B ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ...
75,÷ salsi karþi sul ÷ D ÷ skut- - þ--a hiu ×,Sôlsi(?) made(?) the sun(?). Dagr(?) cut(?) this(?) on the cliff-face.,en,qwen3.5-0.8B-ft_multi-lang_20_epochs,"Salsi made the stone. D, Skút ... ... ..."
76,: asmuhtr : auk : fraybiurn · litu kera : meki · siRun · at · herbiurn · faþur : sin :,"Ásmundr and Freybjôrn had the rune-decorated landmark made in memory of Herbjôrn, their father.",en,qwen3.5-0.8B-ft_multi-lang_20_epochs,"Ásmundr and Freybjôrn had the landmark made in memory of Herbjôrn, their father."
77,kuni lit rista runaR þisar eftR sik · kuikhan þurhkutr · risti runa þisar fots arfi,"Gunni had these runes carved in memory of himself while alive. Þorgautr, Fótr's heir, carved these runes.",en,qwen3.5-0.8B-ft_multi-lang_20_epochs,"Gunni had these runes carved in memory of himself, the good valiant man. Fótgeautr carved these runes. Arfé."
78,hulm(k)iR · auk · labus · auk · lafsi · þaiR · litu · raisa stain · at aib-rn · faþur sin koþan · ...t...,"Holmgeirr and <labus> and Lafsi, they had the stone raised in memory of Eibjôrn, their good father ...",en,qwen3.5-0.8B-ft_multi-lang_20_epochs,"Holmgeirr and Labrúss/Lábúss and Lafrí, they had the stone raised in memory of Eybjôrn, their good father ..."
79,†M [pær krusis ok sihnum : fgiaþ : ¶ : prokul : omne : malihnum +],†M With this sign of the cross will all evil flee far away.,en,qwen3.5-0.8B-ft_multi-lang_20_epochs,†M Pray Christ and Saint John for all of Malignum.
80,la-rans : gierþi : s[t]ai(n) : (þ)-,Lafranz made this stone.,en,qwen3.5-0.8B-ft_multi-lang_20_epochs,Landr's good(?) son ...
81,... ...ta · stiu(b) · (s)in · ha- ...,"... ..., his/her step(-son). He ...",en,qwen3.5-0.8B-ft_multi-lang_20_epochs,... ... this stone raised ...
