Sample_ID,Source,Reference,Target_Language,Model,Prediction
11,[... -k · --n · sun · suta : ---... ¶ ... aft : þurþ : bruþur ...],"... ... ... Sóti's son ... ... in memory of Þórðr, brother ...",en,qwen3.5-4B-ft_multi-lang_20_epochs,"... ... ... son ... ... in memory of Þórðr(?), brother ..."
12,tusti × (r)...(i) ...tin × efti(R) kuno × mak × sin × þ... ...---s × ... × uistar- × uar- ...,"Tosti raised the stone in memory of Gunni, his kinsman-by-marriage ... ... ... was westwards ...",en,qwen3.5-4B-ft_multi-lang_20_epochs,"Tosti raised the stone in memory of Gunni, his kinsman-by-marriage ... ... ... ... ..."
13,... ...fr ' lit ' reisa ' steina ' efti- seuar ' faþur ' s-n ' goþan ',"... ... had the stones raised in memory of Sævarr, his/her good father.",en,qwen3.5-4B-ft_multi-lang_20_epochs,"... ...-fr/...-fðr had the stones raised in memory of Sevarr, his father, a good man."
14,...-k lun-a : -... ...(a)lbi · siao- ...,... may help the soul ...,en,qwen3.5-4B-ft_multi-lang_20_epochs,... May God help(?) his soul ...
15,[... iftiR biurn bunta sin kuþan kuþ hialbi ant has],"... in memory of Bjôrn, his/her good husbandman. May God help his spirit.",en,qwen3.5-4B-ft_multi-lang_20_epochs,"... in memory of Bjôrn, his husbandman, may God help his spirit."
16,[· rauþr · auk · biarn · litu · raisa · stein · eftR · mak sin · sikat · koþ hialbi ont hns ·],Rauðr and Bjôrn had the stone raised in memory of their kinsman-by-marriage Sighvatr. May God help his spirit.,en,qwen3.5-4B-ft_multi-lang_20_epochs,Rauðr and Bjôrn had the stone raised in memory of their kinsman Sighvatr. May God help his spirit.
17,... ...-rimar : litu : r... ... sin ×,... Grímarr(?) had (the stone) raised/erected ... their ...,en,qwen3.5-4B-ft_multi-lang_20_epochs,... these landmarks had(?) made(?) ... their ...
18,× iarlibaki × lit × raisa × stan + þina × a... ... ...kuan + han × ati ain × tabu × alan × -... ... ont hans + §B × iarlabaki × lit raisa × stain × þin- at sik kuikuan × auk × þinkstaþ × þina × karþi + auk × ain ati + alt hu-(t)ari × þita +,"Jarlabanki had this stone raised in memory of himself while alive. He alone owned all of Tábýr. May God help his spirit. §B Jarlabanki had this stone raised in memory of himself while alive, and made this Assembly-place, and alone owned all of this Hundred.",en,qwen3.5-4B-ft_multi-lang_20_epochs,"Jarlabanki had this stone raised in memory of himself. He owned one manor, called Hallan ... his. §B Jarlabanki had this stone raised when he grew old, and he made these monuments and owned one manor, all of which he desired."
19,--- ¶ akla + kala + laka + ¶ --o-imi(k)(l)(i)(i),"... agla gala laga ('agla' = Thou art strong in eternity, Lord) ...",en,qwen3.5-4B-ft_multi-lang_20_epochs,... agla agla agla ...
20,$M auæ : ma^ria : gra^kia : plena ...,$M Hail Mary full of grace ...,en,qwen3.5-4B-ft_multi-lang_20_epochs,"$M Hail Mary, full of grace ..."
21,× kaR : reþi sin : eti : bui : uiburk uaR : muþR : snuR : fatriþ : ----,Geirr erected the stone in memory of Búi. Vébjôrg was (his) mother. [Was his] daughter-in-law Fastríð(?) ...,en,qwen3.5-4B-ft_multi-lang_20_epochs,"Kári paid the debt, in memory of Búi. Véborgunn was Sigrúð's mother. ..."
22,× [ul]fr [× a... ... -nk]imunt[r × au]k × [ai]... ... ...(n) × i... ...,Ulfr and ... Ingimundr and Ei-... ... the stone(?) in memory of(?) ...,en,qwen3.5-4B-ft_multi-lang_20_epochs,Ulfr and ... Digmundr(?) and Ólaug(?) and ... ... ...
23,÷ felleg : er : fuþ : sin : bylli §B ÷ fuþorg lbasm,"Monstrous is the cunt, may the penis serve. §B Cunt-perverse/nymphomania ...",en,qwen3.5-4B-ft_multi-lang_20_epochs,"The rune-row is for me, <fuþ> ... §B <fuþorkr> ..."
24,fuþorkhfuþorkh fuþorkhfuþorkhfuþorkhfuþorkhfuþorkh fuþorkhfuþorkhfuþorkhfuþorkhfuþork fuþorkhfuþorkhfuþork fuþorkhfuþorkhfuþorkhfu fuþorkhfuþorkhfuþork,<fuþork fuþork fuþork fuþork fuþork fuþork>,en,qwen3.5-4B-ft_multi-lang_20_epochs,...
25,asm(u)(t)(r) · auk · þeR · bruþr · restu · sten · þani · eftiR · sarta · faþur · sia ·,"Ásmundr and his brothers raised this stone in memory of Svarti, their father.",en,qwen3.5-4B-ft_multi-lang_20_epochs,"Ásmundr and his brothers raised this stone in memory of Sarti, their father."
26,... ...- (:) rista : s(i)tn : þisa : e(f)(t)ir : asu : muþur : sin...,"... ... (had) this stone carved in memory of Ása, his mother.",en,qwen3.5-4B-ft_multi-lang_20_epochs,"... had this stone raised in memory of Ása, his mother."
27,(k)iæte guþ þes er k o^(l)ma^þa,May God protect him whom I enraged.,en,qwen3.5-4B-ft_multi-lang_20_epochs,May God protect him who owns this.
28,þurfinr : r---- ----- : --n- : --... ... §B ...,Þorfinnr raised(?) the stone(?) in memory of(?) ... §B ...,en,qwen3.5-4B-ft_multi-lang_20_epochs,Þorfinnr raised the stone in memory of ... ... ... §B ...
29,$M ÷ bo--- : oka...-...s(a)rfa : h-- : l-t : (h)-ga : hina : stan : yvir : (b)udaitu : af hah:h-b- k : til : aukarsarfa + ta en : iak : uar · (s)krivaþ : (t)a uar : (h)ahal · sunudah:r · untir-aþr : b-imstafr ++ i tolf:te : r(a)(d)(u) taflu + betar · aukar·sarfa · han skr-if mik · amen ·,"$M Bót-... Auðgeirsarfr/Ocksarve(?) he/she had this stone cut over Bótheiðr(?) of Hagebýr and (owner of) Auðgeirsarfr/Ocksarve. When I was written, then Hail was the Sunday(-stave); Under-Man the Prime-stave in the twelfth row of the table. Pétar of Auðgeirsarfr/Ocksarve, he wrote me. Amen.",en,qwen3.5-4B-ft_multi-lang_20_epochs,"$M ... ... had this stone laid over Bodveitir/Botveitr, his kinsman, in place of the chieftainship. And I was then the scribe. Then was Halli, the younger, the steward. The primest letter is in the twelfth row. Better, in the chieftainship, he wrote me. Amen."
30,[iufur · r... stan · aftir · fuluka · faþur · sin],"Jôfurr raised the stone in memory of Fullugi, his father.",en,qwen3.5-4B-ft_multi-lang_20_epochs,"Jôfurr raised the stone in memory of Fullugi, his father."
31,kuþa : risþi : stin : þansi : auft¶(i)R : þurbiurn : buta : sin : ¶ miuk : kuþan : þikn : ian ¶ þurþr : rist : runaR ¶ þasi,"Gyða raised this stone in memory of Þorbjôrn, her husbandman, a very good þegn. And Þórðr carved these runes.",en,qwen3.5-4B-ft_multi-lang_20_epochs,"Guðja raised this stone in memory of Þorbjôrn, her husbandman, a very good Þegn. And Þórðr carved these runes."
32,+ sinkR : let --... ... ... eftiR : friþelfi : kunu : sina : kuþ hialbi : sialu [h]inaR,"Sínkr had ... ... ... in memory of Friðelf, his wife. May God help her soul.",en,qwen3.5-4B-ft_multi-lang_20_epochs,"Sinkr had ... ... in memory of Fríðelfr, his wife. May God help her soul."
33,eskil : sulka : sun : let : res(a) ¶ sten : þena : eft : sialfan ¶ sik · e mun · stanta · meþ · sten ¶ lifiR · uitrint · su · iaR · uan · eskil §B kristr · hialbi · siol · hans ¶ aok · santa · migael §C toki · risti · runaR · e(f)(t)(i)(R) (·) -(o)ru · ¶ stiubmoþur · sina · kunu · koþa,"Áskell, Súlki's son, had this stone raised in memory of himself. Ever will stand, while the stone lives, this memento, which Áskell produced. §B May Christ and Saint Michael help his soul. §C Tóki carvedthe runes in memory of Þóra, his stepmother, a good wife.",en,qwen3.5-4B-ft_multi-lang_20_epochs,"Áskell, Salki's son, had this stone raised in memory of himself. He will stand with the stone ... ... Áskell §B May Christ help his soul and Saint Michael. §C Tóki carved the runes in memory of ... his stepmother, good wife."
34,$M ... ...r øssur : asbiæ?na^r s^on(·),$M ... rests/in memory(?) of Ôssurr Ásbjôrn's son.,en,qwen3.5-4B-ft_multi-lang_20_epochs,$M ... In memory of Ásbjôrn ...'s son.
35,... [+ faslaug :] þaun : [hion × litu : i]ftiR · þial[fa : sun s]...,"... (and) Fastlaug, the married couple, had (the stone raised) in memory of Þjalfi, their son.",en,qwen3.5-4B-ft_multi-lang_20_epochs,"... (and) Fastlaug, the one who had (it cut) in memory of Þjalfi, their son."
36,[aimuntr : let ... ... (k)uþ salu · ha...],Eimundr had ... May God help his soul.,en,qwen3.5-4B-ft_multi-lang_20_epochs,Eimundr had ... May God help his soul.
37,þuri ÷ auk frystain ' litu raisa stain iftiR ' þurstain broþur sin,"Þórir and Freysteinn had the stone raised in memory of Þorsteinn, their brother.",en,qwen3.5-4B-ft_multi-lang_20_epochs,"Þórir and Freysteinn had the stone raised in memory of Þorsteinn, their brother."
38,gya : sæhir : at þu : kak hæim §B þa^nsak : a^b(a)kista^n : rþis,Gyða says that you should go home. §B ... ... ...,en,qwen3.5-4B-ft_multi-lang_20_epochs,Gya ... ... ... ... §B ... ... ...
39,þurkiR · auk · uri · þaiR · raistu · staina · at · ulaif · faþur · sin : auk : at · suain · bruþur sin ·,"Þorgeirr and Orri, they raised the stones in memory of Óleifr, their father and in memory of Sveinn, their brother.",en,qwen3.5-4B-ft_multi-lang_20_epochs,"Þorgeirr and Orri, they raised the stones in memory of Óleifr, their father, and in memory of Sveinn, their brother."
40,(h)agormr hialgar-r (l)i-unski-l-... §B ... þunt bloþ or rin or æ-r : bloþ or : rin or æ--,"Hagormr(?), ... ... §B ... thin blood, run out, out of ... blood, run out, out of ...",en,qwen3.5-4B-ft_multi-lang_20_epochs,"Hagormr. ... §B ... blood, runes, blood, runes, blood, runes, blood, runes, blood, runes."
41,alfkil ÷ uk ÷ hns ÷ suniR ÷ risþu : stin : þansi : ift : ¶ · mana : sin : frinta : þans × uas · lantirþi ÷ kitils ÷ þis ÷ ¶ nuruna ÷,"Alfkell and his sons raised this stone in memory of Manni, their kinsman, who was Ketill the Norwegian's estate-steward.",en,qwen3.5-4B-ft_multi-lang_20_epochs,"Alfkell and his sons raised this stone in memory of Manni, their friend. This was acquired with the property of Ketill the Varrun."
42,× þeiR bryþr × reistu × kubl × þia × eftiR × sustur ×× sina × afriþi × auk × eftR × suein × faþur × sin × koþan ×,"These brothers raised these monuments in memory of their sister, Áfriðr, and in memory of Sveinn, their good father.",en,qwen3.5-4B-ft_multi-lang_20_epochs,"Those brothers raised these monuments in memory of their sister Ôfríðr and in memory of Sveinn, their good father."
43,× kut × raisti × ifti × skara × sun sin × anun × hiu × siþu,"Gautr raised (the stone) in memory of Skeri/Skari, his son. Ônundr cut the side.",en,qwen3.5-4B-ft_multi-lang_20_epochs,"Gautr raised (the stone) in memory of Skari/Skari, his son. Here lies."
44,(s)(a)- riti sanat kaolu a^mn -... §AQ (s)(a)- rit is anat i saolu a^mn -... §AR (s)(a)- riti| |is a| |an ati saolu a^mn -... §B a(i)kua(i)tu,... by writing heals the crazy woman. Amen ... §AQ ... writing is something different in the soul. Amen ... §AR let ... write who owns and experienced happiness/luck. Amen ...,en,qwen3.5-4B-ft_multi-lang_20_epochs,... erected the stone ... ... §AQ Stave(?) erected the stone ... ... §AR Stave(?) erected(?) the stone ... ... §B ...
45,... ...-þan × isun × isRn × bRkia nu × kuþ il×... ... §Q ... ...-þan × isun × isRn × bRkia nu × kuþ il×... ...,"... good(?), his(?) son(?). Now(?) (they) pray(?) to God(?) to help(?) ... §Q ... (the) good(?) son of them both. Now God may help(?) ...",en,qwen3.5-4B-ft_multi-lang_20_epochs,... his stone is erected here. May God help (his) soul ... §Q ... his stone is erected here. May God help (his) soul ...
46,$M §A spyr actriþi h-... §B --- act -...,$M §A Ask Ástríðr ... §B ... love ...,en,qwen3.5-4B-ft_multi-lang_20_epochs,$M §A Spør ... ... §B ... ... ...
47,$U §P -uþaþit-ih -ilald (t)-uiuu-(t)w- §Q a^luþa þit (s)i huilalda^| |^aï uiu u(e)a aþa^l,$U §P ... artifact ... §Q Of the ale this will be the resting-people’s (= the deads’): (for?) ever I sanctify abode of the gods.,en,qwen3.5-4B-ft_multi-lang_20_epochs,$U §P ... ... ... §Q ... ... ... ... ... ...
48,÷ uesti : auk : iuar : auk : s(u)[lfa :] (b)ruþr : þriR : karþu : bru : þasi : (a)uk : satu : stein : þana : eftiR : þialfa : faþur : [sin],"Véseti and Ívarr/Jóarr and Sylfa, the three brothers made this bridge and placed this stone in memory of Þjalfi, their father.",en,qwen3.5-4B-ft_multi-lang_20_epochs,"Vésteinn and Jóarr and Sulfar, three brothers, made this bridge and placed this stone in memory of Þjalfi, their father."
49,: hragli : auk : alkisl : satu : stin : þesi : eftR : serla : faþur : sin,"<hragli> and Algísl placed this stone in memory of Særli, their father.",en,qwen3.5-4B-ft_multi-lang_20_epochs,"Hragnli and Alghísl placed this stone in memory of Særlagi, their father."
50,...- : kuþ-... ...-u · ...,... ... ... ...,en,qwen3.5-4B-ft_multi-lang_20_epochs,... God(?) ... ...
51,[iufur · uk stoþbiarn · litu ... ... ...kifast · faþur · sin ×],"Jôfurr and Stóðbjôrn had ... in memory of Ingifastr, their father.",en,qwen3.5-4B-ft_multi-lang_20_epochs,"Jôfurr and Stoðbjôrn had ... ... ...-fastr, their father."
52,: haraltr : kunukR : baþ : kaurua ¶ kubl : þausi : aft : kurm faþur sin ¶ auk aft : þourui : muþur : sina : sa ¶ haraltr (:) ias : soR · uan · tanmaurk §B ala · auk · nuruiak §C (·) auk t(a)ni (k)(a)(r)(þ)(i) kristno,"King Haraldr ordered these monuments made in memory of Gormr, his father, and in memory of Þyrvé, his mother; that Haraldr who won for himself all of Denmark §B and Norway §C and made the Danes Christian.",en,qwen3.5-4B-ft_multi-lang_20_epochs,"Prince Haraldr ordered these monuments made in memory of Grmr, his father, and in memory of Þyrvé, his mother. And Haraldr was the most valiant of young men. §B Áli and Nyrviðr §C and Tani made the Christian church."
53,+ esse krusem tomi¶ni : fugite pa^rtes ¶ at^uerse uisit le(o) ¶ te t^ribu iuta -----... ----... ¶ kua(t)^uo^r gra^na in pen¶talum in--... ¶ fo(n)te t^utit : ¶ aaron : iesus + §B -(o)hannes ¶ ma^rkus ¶ maþeus ¶ lukas §C -a^gla al¶pha et ¶ o + - :,"Behold the cross of the Lord; flee, you hostile powers. The lion of the tribe of Juda, the root of David, has conquered. Four letters on the forehead-plate that Aaron bore on his forehead, Jesus. §B John, Mark, Matthew, Luke. §C Agla. Alpha and Omega ...",en,qwen3.5-4B-ft_multi-lang_20_epochs,"This cross was made by Tomini. Flee the witch who used the lead. Thou art the power of the Lord ... ... ... ... grains in the penitent ... ... ... ... ... Aaron, Jesus §B John, Mark, Matthew, Luke §C Agla alfa (and) omega (and) ..."
54,[suth]i auk · iki[fastr · litu] rita [stai]n ' iftiR × ikalt ' uk ' (f)[tiR ikhu]ar · fe[þr si]na · kuþa · i,"Sóti and Ingifastr had the stone erected in memory of Ingjaldr and in memory of Ingvarr, their good fathers ...",en,qwen3.5-4B-ft_multi-lang_20_epochs,"Sóti and Ingefastr had the stones erected in memory of Ingaldr and in memory of Ingvarr, both their good fathers."
55,... ...þi : stin : þa...- · -...,... raised this stone ...,en,qwen3.5-4B-ft_multi-lang_20_epochs,... raised this stone ...
56,+ ka^ute : tie · kinit^r · suermo: in·mokulata · ga^ute §B k-- ... §C ga^ute : kue : genuisti : eterni · lumi(n)- §D k[l]-... ...,"Rejoice, Mother of God, immaculate Virgin, rejoice §B ... §C Rejoice, Thou who created clarity from eternal light §D ...",en,qwen3.5-4B-ft_multi-lang_20_epochs,"May God bless Ginnitr of Inmökull's. Gaute §B ... §C Gaute, thou hast been born of the eternal light. §D ... ..."
57,[rahnfriþr · lit rt stain þino ' aftiR biurno sun þaiRa kitilmuntaR ' hon ' fil a urlati ' kuþ hialbi hons ant auk| |kuþs muþiR ' osmunr mar'kaþi runaR ritar],"Ragnfríðr had this stone erected in memory of Bjôrn, her son and Ketilmundr's. He fell in Virland. May God and God's mother help his spirit. Ásmundr marked the right runes.",en,qwen3.5-4B-ft_multi-lang_20_epochs,"Ragnfríðr had this stone erected in memory of Bjôrn, her son, the husbandman of Ketilmundr. He fell at Orreikings(?). May God and God's mother help his spirit. Ásmundr marked the runes."
58,... ...isa · sti- ... -t · su... ...,... raised the stone ... in memory of the son ...,en,qwen3.5-4B-ft_multi-lang_20_epochs,... the stone raised in memory of Sveinn(?) ...
59,kunuar : resþi : stin : þani : eftiR : kana : bunta : sin : þegn harþa kuþan,"Gunnvôr raised this stone in memory of Kani, her husbandman, a very good Þegn.",en,qwen3.5-4B-ft_multi-lang_20_epochs,"Gunnvôr raised this stone in memory of Kani, her husbandman, a very good þegn."
60,...[-n · sin +] sun + hulmfas--/hulmfas--... ... kuþ + hialbi + ant hans +,"... his, Holmfastr's son ... May God help his spirit.",en,qwen3.5-4B-ft_multi-lang_20_epochs,... his/her son Holmfastr ... May God help his spirit.
61,· aystin · auk · astriþr · raistu · stina · aftir · kak · sun · sin ·,"Eysteinn and Ástríðr raised the stones in memory of Kagr(?)/Gagr(?), their son.",en,qwen3.5-4B-ft_multi-lang_20_epochs,"Eysteinn and Ástríðr raised the stones in memory of Kagr(?)/Gagr(?), their son."
62,akuti + auk + osur + auk × biaurn × rastu × stain × (þ)[ina × afti](r) × nuka × trihk + kuþan ×,"Ágoti and Ôzurr and Bjôrn raised this stone in memory of Nokki, a good valiant man.",en,qwen3.5-4B-ft_multi-lang_20_epochs,"Ágoti and Ôzurr and Bjôrn raised this stone in memory of Norgi, a good valiant man."
63,ingibiorh · hin fahra · æhkia §B môrhk · kona · hæfer · faret · lu(t) in her mihgil oflate §C ærlikr,"Ingibjôrg, the fair widow. §B Many a wife has travelled stooping in here. A great show-off. §C Erlingr",en,qwen3.5-4B-ft_multi-lang_20_epochs,"Ingibjôrn the sailor, <æhkia>. §B Môrgíðr the wife has travelled ... May God be gracious to her. §C Erlendr."
64,... -it : tafast : rista : runir,... had Tafeistr to carve the runes.,en,qwen3.5-4B-ft_multi-lang_20_epochs,... (and) Tafast carved the runes.
65,†$ [bariRþ ÷ riti stain ÷ þina ÷ aftiR un ÷ ... bruþur sin ÷ han uas| |sun : arinbiarnaR a-þuaun-ua-sun ÷ ial-i (k)u(þ) ant unaR],†$ <bariRþ> erected this stone in memory of Unn his brother. He was Arinbjôrn's son ... May God help Unn's spirit.,en,qwen3.5-4B-ft_multi-lang_20_epochs,†$ Béréð erected this stone in memory of Unn ... his brother. He was the son of Árnbjôrn Arnviðr's son. May God help the living and the dead.
66,... × kumbl × aiftiR ... ...-str auk × s...-ta × ...,... the monument(s) in memory of ... Christ and Saint ...,en,qwen3.5-4B-ft_multi-lang_20_epochs,... the tomb in memory of ... ... and ... and ...
67,ali · auk · karli · risþu · stin · þansi · stin · þansi · iftiR · firist(i)n · faþur · sin · miuk · kuþan þikn,"Áli/Alli and Karli raised this stone [this stone] in memory of Freysteinn, their father, a very good Þegn.",en,qwen3.5-4B-ft_multi-lang_20_epochs,"Áli/Alli and Karli raised this stone, this stone in memory of Freysteinn, their father, a very good Þegn."
68,kuþfastr aok ' þorontr ' litu rita sten ' eftiR ' faþur sin ' hals ' ok frykuþr ' yftiR ' bonta sin ' þorþr : hiak · runar · þisar ' ual,Guðfastr and Þróndr had the stone erected in memory of their father Hals; and Freygunnr in memory of her husbandman. Þórðr cut these runes well.,en,qwen3.5-4B-ft_multi-lang_20_epochs,Guðfastr and Þróndr had the stone erected in memory of their father Hals; and Freygunnr in memory of her husbandman. Þórðr cut these runes well.
69,ikib(i)rn : ak : þiR : bryþr : litu : risa : stin : þina : a(t) : ikhul : faþur : sin : (k)uþ : hilbi : anta : hns bt(r) : þin : (h)-(n) : (h)--... ...- : -(a)(r)- : --...---- : (r)isti : runaR · þasi,"Ingibjôrn and his brothers had this stone raised in memory of Ígull, their father. May God help his spirit better than he has deserved. Tíðkumi carved these runes.",en,qwen3.5-4B-ft_multi-lang_20_epochs,"Ingibjôrn and his brothers had this stone raised in memory of Ígull, their father. May God help his spirit better than he has deserved. ... carved these runes."
70,· kalmi : risþi : stin : þena : eftiR : helka : sun : sin : iaR : turknaþi :,"Gamli(?)/Galmi(?) raised this stone in memory of Helgi, his son, who drowned.",en,qwen3.5-4B-ft_multi-lang_20_epochs,"Gamli raised this stone in memory of Helgi, his son, who died abroad."
71,· þura · sati · stin · þasi · aftiR · suin · sun · sin · Rs · uRstr · o · ualu,"Þóra placed this stone in memory of Sveinn, her son, who died in the west in <ualu>.",en,qwen3.5-4B-ft_multi-lang_20_epochs,"Þóra placed this stone in memory of Sveinn, her son, who drowned in the valley."
72,hulmstain · auk · uikuþr · þaun · litu · raisa · stain · eftiR · sun · henaR · auk · uihialmr iftiR inkifast ·,"Holmsteinn and Végunnr, they had the stone raised in memory of her son, and Véhjalmr/Víghjalmr in memory of Ingifastr.",en,qwen3.5-4B-ft_multi-lang_20_epochs,"Holmsteinn and Végunr, they had the stone raised in memory of their son; and Víghjalmr in memory of Ingifastr."
73,...li : lit : resa : eftiR : f...,... had ... raised in memory of ...,en,qwen3.5-4B-ft_multi-lang_20_epochs,... had (this stone raised) in memory of ...
74,sua ai ÷ titultitul ¶ fuþorkhniastbmlR §B huaR is i : alisti osa : huaR is (:) ¶ uifrþuR : karþi : afr aft asini fauþr ¶ kul:finR : fal(s) : taitirunoR ' u ¶ (a)iuinrunoR : sulialta : huaR : ? ¶ utu ÷ tuuut bilikikR : tuR ra(k)(i) ¶ (t)(u)(l)i,"Thus ever(?) ... <fuþorkhniastbmlR> §B Who is(?) ... ... Æsir's, who is Véfriðr /Véfrøðr made ... in memory of ... father. Kolfinnr/Gullfinnr concealed runes of gladness and runes of eternal friendship ... who ... ... ... ... ... ... Tuli/Tóli.",en,qwen3.5-4B-ft_multi-lang_20_epochs,... ... ... ... ... ... §B ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ...
75,÷ salsi karþi sul ÷ D ÷ skut- - þ--a hiu ×,Sôlsi(?) made(?) the sun(?). Dagr(?) cut(?) this(?) on the cliff-face.,en,qwen3.5-4B-ft_multi-lang_20_epochs,Salsi made the soul ... ... ... cut ...
76,: asmuhtr : auk : fraybiurn · litu kera : meki · siRun · at · herbiurn · faþur : sin :,"Ásmundr and Freybjôrn had the rune-decorated landmark made in memory of Herbjôrn, their father.",en,qwen3.5-4B-ft_multi-lang_20_epochs,"Ásmundr and Freybjôrn had the landmark made in memory of Herbjôrn, their father."
77,kuni lit rista runaR þisar eftR sik · kuikhan þurhkutr · risti runa þisar fots arfi,"Gunni had these runes carved in memory of himself while alive. Þorgautr, Fótr's heir, carved these runes.",en,qwen3.5-4B-ft_multi-lang_20_epochs,Gunni had these runes carved in memory of himself while alive. Þorgautr carved these runes. Fots(?) inherited.
78,hulm(k)iR · auk · labus · auk · lafsi · þaiR · litu · raisa stain · at aib-rn · faþur sin koþan · ...t...,"Holmgeirr and <labus> and Lafsi, they had the stone raised in memory of Eibjôrn, their good father ...",en,qwen3.5-4B-ft_multi-lang_20_epochs,"Holmgeirr and Labbus and Lafsi, they had the stone raised in memory of Eibjôrn, their good father ..."
79,†M [pær krusis ok sihnum : fgiaþ : ¶ : prokul : omne : malihnum +],†M With this sign of the cross will all evil flee far away.,en,qwen3.5-4B-ft_multi-lang_20_epochs,"†M For Christ and Saint Peter, make everything good."
80,la-rans : gierþi : s[t]ai(n) : (þ)-,Lafranz made this stone.,en,qwen3.5-4B-ft_multi-lang_20_epochs,Þorfastr's retainer(?) made the stone ...
81,... ...ta · stiu(b) · (s)in · ha- ...,"... ..., his/her step(-son). He ...",en,qwen3.5-4B-ft_multi-lang_20_epochs,... in memory of(?) his stone. He ...
82,[tora · lit · raisa · sti]n [· þina · i]ftiR · rolif · sun · sin · kuþ · hialbi · ant [· hans fotr · risti ·],"Tóra had this stone raised in memory of Hróðleifr, her son. May God help his spirit. Fótr carved.",en,qwen3.5-4B-ft_multi-lang_20_epochs,"Tóra had this stone raised in memory of Hróðleifr, her son. May God help his spirit. Fótr carved."
83,ma^ria : mika(l) ¶ a mik br(i)kil ¶ torir §Q ma^ria : mika(i) ¶ a mik brakil ¶ torir,"Mary, Mikjáll owns me, Brigit(?). Þórir. §Q Mary, Mikjáll! Brakil/Brigit owns me. Þórir.",en,qwen3.5-4B-ft_multi-lang_20_epochs,Mary mede for mig. Bríkel. Dórr. §Q Mary. Mede for mig. Bríkel. Dórr.
84,... ...isti : krus : -... ¶ ...ir : mol:mu... ...,... raised (this?) cross in memory of Maelmuire ...,en,qwen3.5-4B-ft_multi-lang_20_epochs,... raised (this) cross in memory of Malmundr ...
85,ragna : let × raisa × stain × þin(a) ... ... × sun × kuþbirnaR × trenk × ufi(l)an,"Ragna had this stone raised ... ... Guðbjôrn's son, an undaunted valiant man.",en,qwen3.5-4B-ft_multi-lang_20_epochs,"Ragna had this stone raised ... ... Guðbjôrn's son, an able valiant man."
86,· sistin · ris(þ)... ... §B ...ftiR · keRmut · mak si...,"Sigsteinn raised ... §B in memory of Geirmundr, his kinsman-by-marriage.",en,qwen3.5-4B-ft_multi-lang_20_epochs,"Sigrísteinn raised ... §B in memory of Geirmundr, his kinsman-by-marriage."
87,[: rakR : lakþi : stin : yfiR : þiuk : s...n : sin : s...],"Rekkr laid the stone over Þjokkr, his son ...",en,qwen3.5-4B-ft_multi-lang_20_epochs,"Rakr/Rakr/Rafr laid the stone over Þjógr/Þiugr, his ..."
